### single symbol backtest metrics ###

update: 2023-09-11

note: symbols younger than 2021-05-01 are not optimized on their own,
instead the best config from among the older symbols is chosen

metric abbreviation comments:
adg_w_per_exp           average daily gain, recent data weighted heavier
adg_per_exp             average daily gain for whole backtest
exp_rts_mean            exposure ratios mean: average wallet exposure during backtest
time_at_max_exp         ratio of hours spent at >90% exposure to hours spent at <90% exposure
hrs_stuck_max           how many hours in a stretch with no fills
pa_dist_mean            price action distance mean: the average distance between position price and market price
pa_dist_std             price action distance std: the standard deviation of the distance between position price and market price
pa_dist_1pct_worst_mean mean of 1% highest pa_dist_mean
loss_profit_rt          loss to profit ratio: abs(sum(losses)) / sum(profit)
n_days                  backtest number of days
score                   used internally by optimizer
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                              long                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
| ANKRUSDT      | 0.0008887     | 0.001545    | 0.07996      | 0.03671         | 57.38         | 0.01207      | 0.01519     | 0.1229                  | 0.07525        | 956.71  | 1297211.49911 |
| ZILUSDT       | 0.0008762     | 0.001893    | 0.08276      | 0.06075         | 59.12         | 0.01124      | 0.0257      | 0.1476                  | 0.05835        | 1179.62 | 1297211.49912 |
| WAVESUSDT     | 0.0008707     | 0.00145     | 0.07099      | 0.03823         | 27.2          | 0.01185      | 0.01894     | 0.133                   | 0.06448        | 1124.71 | 1297211.49913 |
| FXSUSDT       | 0.0008503     | 0.001137    | 0.09254      | 0.0678          | 53.15         | 0.01124      | 0.02473     | 0.1463                  | 0.08653        | 232.87  | 1297211.49915 |
| ZECUSDT       | 0.0008518     | 0.001103    | 0.06467      | 0.02785         | 47.48         | 0.01263      | 0.0141      | 0.08081                 | 0.0401         | 1313.66 | 1297211.49915 |
| IOTAUSDT      | 0.0008431     | 0.001382    | 0.07702      | 0.0433          | 60.2          | 0.01535      | 0.02065     | 0.1312                  | 0.07012        | 1306.66 | 1297211.49916 |
| EDUUSDT       | 0.0008309     | 0.001156    | 0.08793      | 0.04055         | 24.32         | 0.0116       | 0.01234     | 0.08771                 | 0.01239        | 132.5   | 1297211.49917 |
| YFIUSDT       | 0.0008288     | 0.001631    | 0.09824      | 0.0514          | 57.43         | 0.01787      | 0.01763     | 0.1082                  | 0.03225        | 1105.71 | 1297211.49917 |
| TOMOUSDT      | 0.0007968     | 0.0007749   | 0.04086      | 0.01966         | 54.05         | 0.01998      | 0.01966     | 0.1035                  | 0.08674        | 1063.71 | 1297211.4992  |
| LINAUSDT      | 0.0007889     | 0.001002    | 0.07094      | 0.03638         | 57.47         | 0.01915      | 0.02084     | 0.1304                  | 0.03267        | 904.71  | 1297211.49921 |
| ENSUSDT       | 0.0007711     | 0.0009118   | 0.06424      | 0.02299         | 36.78         | 0.01453      | 0.01796     | 0.1149                  | 0.02445        | 648.85  | 1297211.49923 |
| API3USDT      | 0.0007543     | 0.000763    | 0.04713      | 0.01092         | 45.38         | 0.01444      | 0.01428     | 0.07195                 | 0.03449        | 564.85  | 1297211.49925 |
| CVXUSDT       | 0.00074       | 0.0009143   | 0.1122       | 0.03463         | 58.93         | 0.01362      | 0.01355     | 0.0754                  | 0.04316        | 352.49  | 1297211.49926 |
| KSMUSDT       | 0.0007351     | 0.001333    | 0.08255      | 0.03807         | 69.28         | 0.01838      | 0.02206     | 0.1391                  | 0.04534        | 1061.71 | 1297211.49926 |
| CTSIUSDT      | 0.0007274     | 0.001283    | 0.05725      | 0.02711         | 81.27         | 0.01559      | 0.01707     | 0.103                   | 0.02875        | 683.85  | 1297211.49927 |
| BTCUSDT       | 0.0007218     | 0.000542    | 0.1279       | 0.04784         | 56.95         | 0.01655      | 0.0196      | 0.1116                  | 0.09054        | 1349.0  | 1297211.49928 |
| BALUSDT       | 0.0007204     | 0.0008918   | 0.07622      | 0.035           | 48.42         | 0.01649      | 0.0212      | 0.1426                  | 0.03651        | 1104.71 | 1297211.49928 |
| CHRUSDT       | 0.0007162     | 0.001443    | 0.0817       | 0.04639         | 57.5          | 0.01534      | 0.0197      | 0.1318                  | 0.02815        | 911.71  | 1297211.49928 |
| KNCUSDT       | 0.000707      | 0.001135    | 0.06954      | 0.02428         | 34.73         | 0.0153       | 0.01846     | 0.1182                  | 0.06051        | 1175.63 | 1297211.49929 |
| PHBUSDT       | 0.0007105     | 0.0008934   | 0.04732      | 0.009734        | 42.87         | 0.0104       | 0.009343    | 0.04442                 | 0.002117       | 205.39  | 1297211.49929 |
| MAGICUSDT     | 0.000703      | 0.0009091   | 0.1049       | 0.05265         | 57.27         | 0.01932      | 0.02041     | 0.1113                  | 0.04239        | 227.87  | 1297211.4993  |
| NEOUSDT       | 0.0006898     | 0.0008963   | 0.08931      | 0.04718         | 56.97         | 0.01589      | 0.02041     | 0.1224                  | 0.09144        | 1301.63 | 1297211.49931 |
| FLMUSDT       | 0.0006794     | 0.001044    | 0.06532      | 0.02879         | 60.67         | 0.01968      | 0.01869     | 0.09016                 | 0.07496        | 1076.71 | 1297211.49932 |
| ATAUSDT       | 0.0006732     | 0.0008179   | 0.07381      | 0.03576         | 52.77         | 0.01618      | 0.01811     | 0.1187                  | 0.03324        | 739.85  | 1297211.49933 |
| LPTUSDT       | 0.000663      | 0.001091    | 0.06093      | 0.02495         | 70.87         | 0.01678      | 0.0203      | 0.1329                  | 0.04184        | 667.85  | 1297211.49934 |
| STORJUSDT     | 0.0006522     | 0.001227    | 0.04602      | 0.0213          | 51.23         | 0.01615      | 0.02085     | 0.1318                  | 0.07517        | 1089.7  | 1297211.49935 |
| LQTYUSDT      | 0.0006136     | 0.000749    | 0.04762      | 0.0109          | 40.62         | 0.01404      | 0.01355     | 0.06844                 | 0.03734        | 183.5   | 1297211.49939 |
| IMXUSDT       | 0.0005656     | 0.001596    | 0.03423      | 0.008537        | 46.98         | 0.01146      | 0.01011     | 0.04806                 | 0.02221        | 575.85  | 1297211.49943 |
| RSRUSDT       | 0.0005544     | 0.001208    | 0.04798      | 0.01684         | 50.8          | 0.01957      | 0.01929     | 0.09914                 | 0.07272        | 1056.7  | 1297211.49945 |
| CELOUSDT      | 0.0005154     | 0.0006171   | 0.04999      | 0.02402         | 75.58         | 0.01614      | 0.01446     | 0.0676                  | 0.0988         | 712.85  | 1297211.49948 |
| APTUSDT       | 0.0004887     | 0.00073     | 0.03034      | 0.003707        | 49.43         | 0.01217      | 0.01086     | 0.04885                 | 0.09085        | 325.92  | 1297211.49951 |
| 1000XECUSDT   | 0.0004703     | 0.0008493   | 0.07619      | 0.03954         | 65.78         | 0.01513      | 0.02014     | 0.1284                  | 0.09604        | 722.85  | 1297211.49953 |
| ROSEUSDT      | 0.0004666     | 0.0008222   | 0.03604      | 0.004383        | 66.57         | 0.01686      | 0.01626     | 0.08276                 | 0.05135        | 617.85  | 1297211.49953 |
| ONEUSDT       | 0.0004122     | 0.001118    | 0.07737      | 0.03349         | 62.75         | 0.01982      | 0.01999     | 0.1133                  | 0.06869        | 905.71  | 1297211.49959 |
| DARUSDT       | 0.0004057     | 0.001198    | 0.07379      | 0.03992         | 22.83         | 0.01094      | 0.01656     | 0.1026                  | 0.09126        | 498.85  | 1297211.49959 |
| FOOTBALLUSDT  | 0.0003606     | 0.000923    | 0.02352      | 0.0005572       | 57.52         | 0.008455     | 0.008809    | 0.04395                 | 0.01683        | 373.87  | 1297211.49964 |
| CVCUSDT       | 0.0001716     | 0.001057    | 0.0487       | 0.02054         | 53.92         | 0.01618      | 0.0147      | 0.08186                 | 0.07946        | 1032.71 | 1297211.49983 |
| ARUSDT        | 0.0001585     | 0.0005695   | 0.01688      | 0.0007609       | 53.28         | 0.01646      | 0.0155      | 0.06983                 | 0.08243        | 711.85  | 1297211.49984 |
| BTCDOMUSDT    | 0.0001276     | 0.0002182   | 0.07375      | 0.01094         | 58.45         | 0.008217     | 0.007377    | 0.03265                 | 0.0957         | 810.85  | 1297211.49987 |
| FTTUSDT       | 0.0001209     | 0.001209    | 0.05058      | 0.02031         | 27.9          | 0.01542      | 0.01981     | 0.07131                 | 0.01446        | 512.85  | 1297211.49988 |
| UNIUSDT       | 0.0001181     | 0.0007964   | 0.04855      | 0.02019         | 54.9          | 0.01825      | 0.01958     | 0.1169                  | 0.09295        | 1087.71 | 1297211.49988 |
| COCOSUSDT     | 0.0001033     | 0.001033    | 0.04841      | 0.01393         | 26.68         | 0.0141       | 0.006667    | 0.04534                 | 0.02861        | 200.38  | 1297211.4999  |
| BTSUSDT       | 6.574e-05     | 0.0005066   | 0.08591      | 0.007932        | 38.52         | 0.01794      | 0.0129      | 0.07599                 | 0.07013        | 950.71  | 1297211.49993 |
| SCUSDT        | 5.349e-05     | 0.0005349   | 0.0184       | 0.01064         | 59.32         | 0.0192       | 0.0204      | 0.08932                 | 0.05503        | 880.71  | 1297211.49995 |
| USDCUSDT      | 2.004e-08     | 2.004e-07   | 4.089e-05    | 0.0             | 18.53         | 0.002461     | 9.221e-05   | 0.002461                | 0.0            | 181.29  | 1297211.5     |
| BTCSTUSDT     | 2.933e-06     | 2.933e-05   | 0.0002851    | 0.0             | 14.47         | 0.01013      | 0.007214    | 0.01013                 | 0.001916       | 919.71  | 1297211.5     |
| ETHUSDT       | 0.0008054     | 0.001179    | 0.1522       | 0.07839         | 121.0         | 0.01647      | 0.02471     | 0.1476                  | 0.05411        | 1349.0  | 1297211.5212  |
| TLMUSDT       | 0.0008067     | 0.000761    | 0.214        | 0.1559          | 49.18         | 0.01841      | 0.02042     | 0.1072                  | 0.09535        | 163.48  | 1297217.73199 |
| HNTUSDT       | 0.0001909     | 0.0006649   | 0.1832       | 0.1665          | 71.52         | 0.02875      | 0.0233      | 0.09544                 | 0.07432        | 1077.71 | 1297306.00124 |
| ADAUSDT       | 0.0006443     | 0.000875    | 0.1026       | 0.06708         | 78.37         | 0.01765      | 0.02956     | 0.1506                  | 0.06547        | 1318.66 | 1297796.75739 |
| DYDXUSDT      | 0.0004843     | 0.0007729   | 0.07588      | 0.02729         | 47.23         | 0.02899      | 0.02806     | 0.1538                  | 0.09787        | 729.85  | 1301105.88496 |
| MASKUSDT      | 0.0006251     | 0.0008306   | 0.09497      | 0.0382          | 60.15         | 0.03044      | 0.02932     | 0.1558                  | 0.09649        | 743.85  | 1303088.72743 |
| DUSKUSDT      | 0.0004027     | 0.0008463   | 0.0855       | 0.04767         | 50.2          | 0.02032      | 0.02845     | 0.1599                  | 0.07446        | 610.85  | 1307068.77922 |
| ANTUSDT       | 0.0003831     | 0.0006664   | 0.03879      | 0.01266         | 67.82         | 0.01645      | 0.02354     | 0.1638                  | 0.03814        | 621.83  | 1311057.06512 |
| ARPAUSDT      | 0.0004764     | 0.0009359   | 0.07346      | 0.04149         | 74.77         | 0.01744      | 0.03092     | 0.1874                  | 0.06037        | 690.85  | 1334741.86441 |
| LUNA2USDT     | 0.0001433     | 0.0004875   | 0.01495      | 0.0             | 41.38         | 0.01267      | 0.01322     | 0.06585                 | 0.1043         | 364.87  | 1339861.61125 |
| GALAUSDT      | 0.0003347     | 0.0008458   | 0.07689      | 0.0415          | 53.07         | 0.02056      | 0.02629     | 0.1812                  | 0.103          | 721.85  | 1358313.88075 |
| AUDIOUSDT     | 0.0001803     | 0.0005343   | 0.03257      | 0.009088        | 48.07         | 0.01713      | 0.01759     | 0.09618                 | 0.1081         | 751.85  | 1378064.78882 |
| IOTXUSDT      | 0.001056      | 0.001504    | 0.1178       | 0.06857         | 57.15         | 0.02013      | 0.03077     | 0.1944                  | 0.104          | 758.85  | 1382192.2391  |
| IDUSDT        | 0.000143      | 0.00103     | 0.1475       | 0.1083          | 64.73         | 0.02865      | 0.05015     | 0.2193                  | 0.105          | 170.39  | 1418945.49879 |
| FLOWUSDT      | 0.0004057     | 0.000772    | 0.04002      | 0.01704         | 54.08         | 0.01431      | 0.01855     | 0.1167                  | 0.1127         | 576.85  | 1424288.80182 |
| CFXUSDT       | 0.0007669     | 0.0006675   | 0.05788      | 0.005171        | 41.62         | 0.0192       | 0.01746     | 0.07727                 | 0.1173         | 201.39  | 1470550.19154 |
| C98USDT       | 0.0006713     | 0.0009968   | 0.1303       | 0.09612         | 53.57         | 0.02605      | 0.0457      | 0.2384                  | 0.11           | 746.85  | 1487275.66991 |
| GTCUSDT       | 0.0003662     | 0.0007044   | 0.05349      | 0.01868         | 56.93         | 0.02393      | 0.03927     | 0.288                   | 0.118          | 820.85  | 1615986.77853 |
| BAKEUSDT      | 0.0004042     | 0.0008214   | 0.08156      | 0.04904         | 56.27         | 0.02683      | 0.03918     | 0.2348                  | 0.1677         | 843.71  | 2060307.68503 |
| JOEUSDT       | 0.0004149     | 0.0004775   | 0.115        | 0.06305         | 42.9          | 0.02194      | 0.02325     | 0.1249                  | 0.1904         | 164.49  | 2201656.21256 |
| SRMUSDT       | 7.147e-05     | 0.0006534   | 0.3073       | 0.2857          | 54.67         | 0.2159       | 0.2712      | 0.7399                  | 0.1423         | 1100.91 | 2335902.57732 |
| GMTUSDT       | 0.0001654     | 0.0006714   | 0.1229       | 0.09707         | 72.78         | 0.03053      | 0.04844     | 0.275                   | 0.274          | 543.83  | 3163851.29153 |
| RAYUSDT       | 1.244e-05     | 0.0002276   | 0.4268       | 0.4083          | 56.35         | 0.3141       | 0.2987      | 0.702                   | 0.3143         | 750.85  | 4022443.6983  |
| KLAYUSDT      | 9.095e-05     | 0.0001626   | 0.08422      | 0.06161         | 65.43         | 0.0239       | 0.04132     | 0.2225                  | 0.5399         | 697.85  | 5769974.1635  |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+

+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                             short                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| LEVERUSDT     | 0.004572      | 0.001935    | 0.1187       | 0.07439         | 83.3          | 0.01401      | 0.01811     | 0.1181                  | 0.05396        | 163.49  | 1297211.49543 |
| HOOKUSDT      | 0.003455      | 0.002592    | 0.1453       | 0.06433         | 37.35         | 0.01562      | 0.01748     | 0.09841                 | 0.03475        | 229.87  | 1297211.49654 |
| HIGHUSDT      | 0.003431      | 0.002662    | 0.1412       | 0.06397         | 33.57         | 0.01411      | 0.01752     | 0.1096                  | 0.01921        | 214.89  | 1297211.49657 |
| RDNTUSDT      | 0.003341      | 0.002561    | 0.131        | 0.05237         | 37.78         | 0.009929     | 0.01035     | 0.0568                  | 0.003143       | 157.5   | 1297211.49666 |
| IDEXUSDT      | 0.003287      | 0.001535    | 0.04598      | 0.001608        | 47.52         | 0.01246      | 0.01121     | 0.05813                 | 0.01814        | 129.5   | 1297211.49671 |
| KEYUSDT       | 0.003256      | 0.002554    | 0.1496       | 0.08445         | 36.38         | 0.009236     | 0.01079     | 0.06344                 | 0.01772        | 108.5   | 1297211.49674 |
| AMBUSDT       | 0.003191      | 0.002286    | 0.1422       | 0.08917         | 45.6          | 0.01813      | 0.02339     | 0.1282                  | 0.01879        | 163.5   | 1297211.49681 |
| ZENUSDT       | 0.003145      | 0.003363    | 0.1495       | 0.08078         | 48.27         | 0.01639      | 0.01903     | 0.1171                  | 0.03343        | 1019.71 | 1297211.49686 |
| SFPUSDT       | 0.00312       | 0.002558    | 0.1482       | 0.08839         | 81.12         | 0.01911      | 0.02493     | 0.1456                  | 0.01632        | 927.71  | 1297211.49688 |
| AGIXUSDT      | 0.003106      | 0.002395    | 0.1288       | 0.07808         | 55.15         | 0.01027      | 0.01343     | 0.07231                 | 0.01027        | 205.4   | 1297211.49689 |
| LITUSDT       | 0.003042      | 0.0033      | 0.1424       | 0.07483         | 78.58         | 0.01779      | 0.02254     | 0.1457                  | 0.0199         | 933.71  | 1297211.49696 |
| EDUUSDT       | 0.003006      | 0.002905    | 0.1167       | 0.04307         | 54.1          | 0.009825     | 0.01037     | 0.06394                 | 0.006113       | 132.5   | 1297211.49699 |
| SANDUSDT      | 0.002994      | 0.002607    | 0.1489       | 0.09997         | 53.8          | 0.01502      | 0.0244      | 0.1365                  | 0.01492        | 957.71  | 1297211.49701 |
| 1000FLOKIUSDT | 0.002961      | 0.002338    | 0.1373       | 0.05704         | 14.87         | 0.006833     | 0.009228    | 0.06577                 | 0.01922        | 126.31  | 1297211.49704 |
| RLCUSDT       | 0.002933      | 0.00254     | 0.1496       | 0.07844         | 50.68         | 0.01857      | 0.0228      | 0.13                    | 0.03203        | 1136.71 | 1297211.49707 |
| PHBUSDT       | 0.002905      | 0.002257    | 0.1381       | 0.09025         | 44.17         | 0.01326      | 0.0215      | 0.1338                  | 0.01735        | 205.39  | 1297211.4971  |
| TRUUSDT       | 0.002899      | 0.002775    | 0.07142      | 0.02591         | 47.75         | 0.009264     | 0.007819    | 0.04545                 | 0.004294       | 186.5   | 1297211.4971  |
| BLURUSDT      | 0.002854      | 0.002684    | 0.117        | 0.05234         | 27.92         | 0.006736     | 0.00878     | 0.06055                 | 0.007162       | 134.5   | 1297211.49715 |
| BNXUSDT       | 0.002815      | 0.002437    | 0.1239       | 0.05118         | 49.28         | 0.009979     | 0.009935    | 0.05518                 | 0.003312       | 199.38  | 1297211.49719 |
| LQTYUSDT      | 0.002804      | 0.002791    | 0.09487      | 0.03678         | 21.88         | 0.008023     | 0.01125     | 0.08108                 | 0.01194        | 183.5   | 1297211.4972  |
| REEFUSDT      | 0.00273       | 0.003435    | 0.1452       | 0.06359         | 50.62         | 0.0142       | 0.02198     | 0.1487                  | 0.01396        | 929.7   | 1297211.49727 |
| OCEANUSDT     | 0.002716      | 0.002888    | 0.1402       | 0.06842         | 39.63         | 0.0177       | 0.01985     | 0.1229                  | 0.04124        | 1040.71 | 1297211.49728 |
| CHRUSDT       | 0.002681      | 0.002596    | 0.1497       | 0.08815         | 46.28         | 0.01532      | 0.0179      | 0.104                   | 0.01978        | 911.71  | 1297211.49732 |
| ALICEUSDT     | 0.002655      | 0.002243    | 0.1498       | 0.09422         | 56.65         | 0.0189       | 0.02601     | 0.1403                  | 0.04941        | 907.87  | 1297211.49735 |
| COMPUSDT      | 0.002608      | 0.002229    | 0.1366       | 0.06841         | 47.45         | 0.01718      | 0.02194     | 0.1346                  | 0.01555        | 1167.62 | 1297211.49739 |
| ZRXUSDT       | 0.002608      | 0.002628    | 0.1458       | 0.09181         | 77.4          | 0.01718      | 0.02394     | 0.1432                  | 0.04588        | 1173.62 | 1297211.49739 |
| FETUSDT       | 0.002547      | 0.001966    | 0.1474       | 0.09942         | 31.8          | 0.01718      | 0.02403     | 0.1306                  | 0.03181        | 235.89  | 1297211.49745 |
| SUSHIUSDT     | 0.002546      | 0.003377    | 0.1338       | 0.0812          | 53.45         | 0.01368      | 0.02257     | 0.144                   | 0.02508        | 1101.71 | 1297211.49745 |
| HFTUSDT       | 0.002538      | 0.002309    | 0.1208       | 0.03647         | 35.73         | 0.01186      | 0.01047     | 0.05218                 | 0.03496        | 156.5   | 1297211.49746 |
| ACHUSDT       | 0.00248       | 0.002121    | 0.1226       | 0.0633          | 24.3          | 0.007914     | 0.008952    | 0.0529                  | 0.02486        | 199.39  | 1297211.49752 |
| GALUSDT       | 0.002477      | 0.002519    | 0.08652      | 0.03621         | 59.25         | 0.01148      | 0.01492     | 0.08363                 | 0.01212        | 492.41  | 1297211.49752 |
| XVSUSDT       | 0.002438      | 0.002107    | 0.1485       | 0.06252         | 41.5          | 0.01335      | 0.01851     | 0.1146                  | 0.04195        | 149.89  | 1297211.49756 |
| SUIUSDT       | 0.002413      | 0.002194    | 0.1407       | 0.06795         | 10.72         | 0.00874      | 0.01353     | 0.09377                 | 0.03951        | 129.33  | 1297211.49759 |
| TLMUSDT       | 0.002382      | 0.001946    | 0.09232      | 0.01529         | 43.7          | 0.007999     | 0.007772    | 0.03977                 | 0.003899       | 163.48  | 1297211.49762 |
| STMXUSDT      | 0.002362      | 0.002121    | 0.0988       | 0.06007         | 71.18         | 0.01497      | 0.02245     | 0.1485                  | 0.01749        | 901.71  | 1297211.49764 |
| RADUSDT       | 0.002334      | 0.002187    | 0.06816      | 0.00578         | 38.58         | 0.007302     | 0.007314    | 0.04039                 | 0.001737       | 122.5   | 1297211.49767 |
| OMGUSDT       | 0.002325      | 0.002126    | 0.15         | 0.08657         | 19.38         | 0.01255      | 0.01951     | 0.1335                  | 0.05236        | 1165.62 | 1297211.49768 |
| YFIUSDT       | 0.002307      | 0.002367    | 0.1484       | 0.08339         | 50.82         | 0.01256      | 0.02108     | 0.1478                  | 0.02085        | 1105.71 | 1297211.49769 |
| MAGICUSDT     | 0.00227       | 0.002051    | 0.1365       | 0.07569         | 13.7          | 0.01146      | 0.01854     | 0.1164                  | 0.05451        | 227.87  | 1297211.49773 |
| STORJUSDT     | 0.002268      | 0.001968    | 0.1331       | 0.07288         | 23.63         | 0.0149       | 0.02183     | 0.149                   | 0.04301        | 1089.7  | 1297211.49773 |
| ENSUSDT       | 0.002264      | 0.002436    | 0.1444       | 0.09131         | 78.5          | 0.01353      | 0.01702     | 0.09866                 | 0.03953        | 648.85  | 1297211.49774 |
| ANKRUSDT      | 0.002216      | 0.002961    | 0.1302       | 0.06707         | 50.73         | 0.0152       | 0.02054     | 0.1396                  | 0.02087        | 956.71  | 1297211.49778 |
| MINAUSDT      | 0.002194      | 0.00166     | 0.1244       | 0.06816         | 43.22         | 0.01151      | 0.01377     | 0.07702                 | 0.01304        | 214.54  | 1297211.49781 |
| ASTRUSDT      | 0.002193      | 0.002075    | 0.07994      | 0.03186         | 24.0          | 0.005981     | 0.006141    | 0.04303                 | 0.003991       | 207.89  | 1297211.49781 |
| ONEUSDT       | 0.002166      | 0.002093    | 0.1222       | 0.05875         | 47.9          | 0.01973      | 0.02529     | 0.1474                  | 0.04076        | 905.71  | 1297211.49783 |
| 1INCHUSDT     | 0.002172      | 0.002052    | 0.1187       | 0.055           | 50.77         | 0.0114       | 0.01291     | 0.07989                 | 0.02649        | 988.58  | 1297211.49783 |
| CRVUSDT       | 0.002152      | 0.002466    | 0.1094       | 0.05424         | 38.8          | 0.0122       | 0.0191      | 0.1402                  | 0.03519        | 1104.71 | 1297211.49785 |
| ENJUSDT       | 0.002155      | 0.002244    | 0.1155       | 0.04613         | 50.67         | 0.01452      | 0.02045     | 0.1446                  | 0.03671        | 1076.71 | 1297211.49785 |
| SSVUSDT       | 0.002139      | 0.001925    | 0.0959       | 0.03881         | 70.62         | 0.01184      | 0.01078     | 0.05347                 | 0.01375        | 197.5   | 1297211.49786 |
| UMAUSDT       | 0.002098      | 0.002392    | 0.1494       | 0.04046         | 48.8          | 0.008444     | 0.009108    | 0.05504                 | 0.001833       | 122.48  | 1297211.4979  |
| 1000LUNCUSDT  | 0.00206       | 0.001809    | 0.1416       | 0.08333         | 48.5          | 0.01019      | 0.02129     | 0.1393                  | 0.01649        | 365.46  | 1297211.49794 |
| DGBUSDT       | 0.002044      | 0.002003    | 0.1487       | 0.08607         | 61.22         | 0.01437      | 0.02363     | 0.1491                  | 0.02894        | 871.85  | 1297211.49796 |
| ATAUSDT       | 0.002026      | 0.002164    | 0.1212       | 0.04956         | 60.5          | 0.01387      | 0.01938     | 0.1372                  | 0.02281        | 739.85  | 1297211.49797 |
| MATICUSDT     | 0.002025      | 0.00182     | 0.149        | 0.09146         | 27.02         | 0.01559      | 0.02001     | 0.121                   | 0.02856        | 1053.71 | 1297211.49798 |
| DUSKUSDT      | 0.002011      | 0.001921    | 0.1421       | 0.07878         | 19.95         | 0.01312      | 0.01768     | 0.1162                  | 0.04851        | 610.85  | 1297211.49799 |
| COTIUSDT      | 0.001996      | 0.002224    | 0.1385       | 0.07022         | 43.3          | 0.01627      | 0.01935     | 0.1253                  | 0.02123        | 913.71  | 1297211.498   |
| LUNA2USDT     | 0.001986      | 0.001772    | 0.1145       | 0.05241         | 43.75         | 0.01031      | 0.01266     | 0.07465                 | 0.007163       | 364.87  | 1297211.49801 |
| ARBUSDT       | 0.001937      | 0.001783    | 0.1422       | 0.07017         | 26.03         | 0.0105       | 0.01483     | 0.08877                 | 0.02037        | 170.37  | 1297211.49806 |
| KAVAUSDT      | 0.001933      | 0.002247    | 0.1317       | 0.06624         | 47.95         | 0.01675      | 0.02404     | 0.1498                  | 0.03376        | 1139.7  | 1297211.49807 |
| CTKUSDT       | 0.001918      | 0.001766    | 0.1214       | 0.04131         | 46.45         | 0.01567      | 0.01754     | 0.1008                  | 0.01406        | 1024.71 | 1297211.49808 |
| BATUSDT       | 0.001905      | 0.001709    | 0.145        | 0.09107         | 54.97         | 0.01842      | 0.02476     | 0.1424                  | 0.03559        | 1305.66 | 1297211.49809 |
| IOSTUSDT      | 0.001902      | 0.001795    | 0.1498       | 0.07863         | 53.75         | 0.01649      | 0.02295     | 0.1446                  | 0.05536        | 1297.66 | 1297211.4981  |
| ONTUSDT       | 0.001895      | 0.002136    | 0.1436       | 0.08466         | 55.53         | 0.01887      | 0.02603     | 0.1498                  | 0.04716        | 1307.66 | 1297211.4981  |
| UNFIUSDT      | 0.001898      | 0.001735    | 0.0972       | 0.05436         | 51.97         | 0.01456      | 0.02263     | 0.1292                  | 0.01513        | 932.71  | 1297211.4981  |
| ALPHAUSDT     | 0.001891      | 0.002155    | 0.1134       | 0.04551         | 51.65         | 0.01802      | 0.02103     | 0.1437                  | 0.02473        | 1020.71 | 1297211.49811 |
| JASMYUSDT     | 0.001873      | 0.001666    | 0.07362      | 0.01936         | 22.75         | 0.01028      | 0.01096     | 0.05994                 | 0.009156       | 507.85  | 1297211.49813 |
| AVAXUSDT      | 0.001865      | 0.002533    | 0.1393       | 0.06611         | 27.87         | 0.01378      | 0.019       | 0.1381                  | 0.01947        | 1082.71 | 1297211.49814 |
| DARUSDT       | 0.001865      | 0.001656    | 0.1144       | 0.05094         | 35.13         | 0.01273      | 0.0165      | 0.1008                  | 0.02644        | 498.85  | 1297211.49814 |
| RSRUSDT       | 0.001834      | 0.001777    | 0.0926       | 0.04254         | 77.38         | 0.01972      | 0.02451     | 0.1498                  | 0.0128         | 1056.7  | 1297211.49817 |
| NKNUSDT       | 0.001827      | 0.00326     | 0.1156       | 0.06379         | 66.43         | 0.01644      | 0.02081     | 0.1313                  | 0.04779        | 883.71  | 1297211.49817 |
| FLMUSDT       | 0.001816      | 0.002128    | 0.1072       | 0.04953         | 48.98         | 0.01675      | 0.02089     | 0.1497                  | 0.02533        | 1076.71 | 1297211.49818 |
| DENTUSDT      | 0.001817      | 0.001645    | 0.1396       | 0.0689          | 50.95         | 0.01765      | 0.02319     | 0.1494                  | 0.02061        | 899.83  | 1297211.49818 |
| SPELLUSDT     | 0.00181       | 0.00164     | 0.1318       | 0.0944          | 86.73         | 0.01128      | 0.0221      | 0.1273                  | 0.03959        | 368.5   | 1297211.49819 |
| UNIUSDT       | 0.001811      | 0.001791    | 0.1222       | 0.08527         | 86.67         | 0.01637      | 0.02726     | 0.1499                  | 0.04611        | 1087.71 | 1297211.49819 |
| XEMUSDT       | 0.001799      | 0.002334    | 0.1491       | 0.09096         | 48.33         | 0.01488      | 0.0248      | 0.1476                  | 0.0252         | 920.71  | 1297211.4982  |
