### single symbol backtest metrics ###

update: 2023-09-11

note: symbols younger than 2021-05-01 are not optimized on their own,
instead the best config from among the older symbols is chosen

metric abbreviation comments:
adg_w_per_exp           average daily gain, recent data weighted heavier
adg_per_exp             average daily gain for whole backtest
exp_rts_mean            exposure ratios mean: average wallet exposure during backtest
time_at_max_exp         ratio of hours spent at >90% exposure to hours spent at <90% exposure
hrs_stuck_max           how many hours in a stretch with no fills
pa_dist_mean            price action distance mean: the average distance between position price and market price
pa_dist_std             price action distance std: the standard deviation of the distance between position price and market price
pa_dist_1pct_worst_mean mean of 1% highest pa_dist_mean
loss_profit_rt          loss to profit ratio: abs(sum(losses)) / sum(profit)
n_days                  backtest number of days
score                   used internally by optimizer
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                              long                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
| TRBUSDT       | 0.001793      | 0.002532    | 0.09072      | 0.05388         | 44.7          | 0.01336      | 0.02073     | 0.1458                  | 0.01588        | 1102.71 | 1297211.49821 |
| CELOUSDT      | 0.001789      | 0.001583    | 0.1169       | 0.05967         | 35.22         | 0.0144       | 0.01826     | 0.118                   | 0.03236        | 712.85  | 1297211.49821 |
| SKLUSDT       | 0.001765      | 0.00215     | 0.09995      | 0.05692         | 100.7         | 0.01607      | 0.02308     | 0.1399                  | 0.01488        | 1005.68 | 1297211.49823 |
| HBARUSDT      | 0.001756      | 0.002424    | 0.1176       | 0.05652         | 40.5          | 0.012        | 0.01482     | 0.1115                  | 0.01208        | 906.71  | 1297211.49824 |
| DASHUSDT      | 0.001761      | 0.001643    | 0.1361       | 0.06925         | 38.85         | 0.01857      | 0.02431     | 0.1489                  | 0.05232        | 1314.66 | 1297211.49824 |
| ZECUSDT       | 0.001761      | 0.002024    | 0.1424       | 0.09969         | 62.72         | 0.01302      | 0.02372     | 0.1462                  | 0.0593         | 1313.66 | 1297211.49824 |
| QNTUSDT       | 0.001739      | 0.001246    | 0.1201       | 0.05808         | 34.6          | 0.01318      | 0.01845     | 0.1003                  | 0.0568         | 324.89  | 1297211.49826 |
| 1000XECUSDT   | 0.001723      | 0.001645    | 0.1426       | 0.06715         | 71.68         | 0.01408      | 0.02059     | 0.1276                  | 0.01448        | 722.85  | 1297211.49828 |
| CFXUSDT       | 0.001724      | 0.001564    | 0.1098       | 0.06867         | 84.45         | 0.01539      | 0.02641     | 0.1401                  | 0.03211        | 201.39  | 1297211.49828 |
| GMXUSDT       | 0.001712      | 0.00162     | 0.1481       | 0.07092         | 34.82         | 0.01123      | 0.01081     | 0.05506                 | 0.01472        | 204.39  | 1297211.49829 |
| KSMUSDT       | 0.001711      | 0.001785    | 0.1241       | 0.06448         | 44.67         | 0.01741      | 0.01854     | 0.1071                  | 0.02051        | 1061.71 | 1297211.49829 |
| GTCUSDT       | 0.001676      | 0.001736    | 0.1206       | 0.05847         | 50.7          | 0.01853      | 0.02279     | 0.1442                  | 0.0929         | 820.85  | 1297211.49832 |
| RVNUSDT       | 0.001683      | 0.001215    | 0.08987      | 0.0354          | 48.43         | 0.0174       | 0.02106     | 0.1234                  | 0.01804        | 928.71  | 1297211.49832 |
| MTLUSDT       | 0.001672      | 0.001741    | 0.08982      | 0.04233         | 44.05         | 0.01456      | 0.02068     | 0.148                   | 0.02607        | 892.71  | 1297211.49833 |
| KNCUSDT       | 0.001657      | 0.001477    | 0.1297       | 0.07517         | 52.17         | 0.01919      | 0.02382     | 0.1336                  | 0.05265        | 1175.63 | 1297211.49834 |
| MANAUSDT      | 0.001648      | 0.001434    | 0.09432      | 0.02196         | 46.38         | 0.01799      | 0.01881     | 0.09881                 | 0.02807        | 908.71  | 1297211.49835 |
| IMXUSDT       | 0.001652      | 0.00174     | 0.07805      | 0.02149         | 41.77         | 0.01349      | 0.01418     | 0.07102                 | 0.02251        | 575.85  | 1297211.49835 |
| SXPUSDT       | 0.001645      | 0.001445    | 0.1138       | 0.05334         | 36.78         | 0.01614      | 0.02107     | 0.1331                  | 0.04522        | 1146.62 | 1297211.49835 |
| SNXUSDT       | 0.001643      | 0.001614    | 0.1004       | 0.05927         | 58.85         | 0.01852      | 0.02399     | 0.1421                  | 0.01359        | 1122.7  | 1297211.49836 |
| JOEUSDT       | 0.00164       | 0.001397    | 0.1489       | 0.08103         | 23.08         | 0.01404      | 0.02066     | 0.1282                  | 0.05826        | 164.49  | 1297211.49836 |
| FILUSDT       | 0.001644      | 0.001601    | 0.1125       | 0.046           | 58.33         | 0.01666      | 0.02366     | 0.1354                  | 0.01793        | 1059.75 | 1297211.49836 |
| THETAUSDT     | 0.001607      | 0.001568    | 0.1311       | 0.08609         | 55.08         | 0.017        | 0.02441     | 0.1407                  | 0.05085        | 1201.66 | 1297211.49839 |
| FXSUSDT       | 0.001599      | 0.001579    | 0.1324       | 0.06673         | 33.95         | 0.01442      | 0.01421     | 0.06629                 | 0.01683        | 232.87  | 1297211.4984  |
| NEARUSDT      | 0.001581      | 0.001664    | 0.08139      | 0.02373         | 47.38         | 0.01877      | 0.01961     | 0.1276                  | 0.02161        | 1060.66 | 1297211.49842 |
| IOTAUSDT      | 0.001577      | 0.002267    | 0.1472       | 0.09362         | 52.4          | 0.01092      | 0.02085     | 0.1486                  | 0.02615        | 1306.66 | 1297211.49842 |
| API3USDT      | 0.001559      | 0.001656    | 0.1033       | 0.07007         | 91.53         | 0.01373      | 0.02403     | 0.1306                  | 0.0391         | 564.85  | 1297211.49844 |
| CKBUSDT       | 0.001529      | 0.001403    | 0.09039      | 0.02605         | 28.58         | 0.009621     | 0.009969    | 0.05129                 | 0.007829       | 193.5   | 1297211.49847 |
| BELUSDT       | 0.001492      | 0.001418    | 0.07466      | 0.02608         | 64.95         | 0.0197       | 0.02052     | 0.1089                  | 0.02092        | 1025.71 | 1297211.49851 |
| CELRUSDT      | 0.001486      | 0.002467    | 0.07173      | 0.02976         | 60.05         | 0.01099      | 0.01261     | 0.07229                 | 0.004302       | 894.71  | 1297211.49851 |
| DOTUSDT       | 0.001493      | 0.002052    | 0.1462       | 0.07333         | 31.85         | 0.01356      | 0.01895     | 0.1391                  | 0.02609        | 1114.71 | 1297211.49851 |
| ARUSDT        | 0.001493      | 0.001525    | 0.0813       | 0.04091         | 70.13         | 0.01479      | 0.02271     | 0.1493                  | 0.008649       | 711.85  | 1297211.49851 |
| LRCUSDT       | 0.001458      | 0.001637    | 0.08024      | 0.02831         | 24.67         | 0.01471      | 0.01786     | 0.1245                  | 0.06285        | 1056.7  | 1297211.49854 |
| MKRUSDT       | 0.001439      | 0.001198    | 0.1157       | 0.0578          | 31.03         | 0.01922      | 0.02396     | 0.1381                  | 0.06959        | 1123.71 | 1297211.49856 |
| NEOUSDT       | 0.001435      | 0.001544    | 0.1451       | 0.07266         | 43.17         | 0.0158       | 0.02141     | 0.1363                  | 0.04887        | 1301.63 | 1297211.49857 |
| XRPUSDT       | 0.001423      | 0.002027    | 0.1074       | 0.06335         | 30.67         | 0.008726     | 0.01813     | 0.1324                  | 0.02849        | 1343.65 | 1297211.49858 |
| WOOUSDT       | 0.001348      | 0.001525    | 0.1091       | 0.05049         | 71.0          | 0.01892      | 0.02261     | 0.1253                  | 0.01841        | 519.85  | 1297211.49865 |
| TOMOUSDT      | 0.001342      | 0.001081    | 0.05272      | 0.013           | 62.88         | 0.01998      | 0.01828     | 0.09518                 | 0.06349        | 1063.71 | 1297211.49866 |
| GRTUSDT       | 0.001341      | 0.002699    | 0.08373      | 0.03946         | 28.5          | 0.01362      | 0.01983     | 0.1497                  | 0.04818        | 994.71  | 1297211.49866 |
| ATOMUSDT      | 0.001307      | 0.00189     | 0.08914      | 0.04038         | 64.5          | 0.01002      | 0.01572     | 0.1196                  | 0.0167         | 1311.49 | 1297211.49869 |
| FLOWUSDT      | 0.001287      | 0.001123    | 0.09229      | 0.03871         | 48.07         | 0.01533      | 0.01794     | 0.1011                  | 0.01714        | 576.85  | 1297211.49871 |
| FTMUSDT       | 0.001282      | 0.001387    | 0.08043      | 0.04214         | 53.85         | 0.01842      | 0.02299     | 0.1276                  | 0.03574        | 1081.71 | 1297211.49872 |
| LINKUSDT      | 0.001283      | 0.001414    | 0.1105       | 0.04324         | 33.35         | 0.01846      | 0.02024     | 0.1313                  | 0.03888        | 1332.66 | 1297211.49872 |
| FOOTBALLUSDT  | 0.00127       | 0.001099    | 0.07236      | 0.03488         | 66.77         | 0.009769     | 0.01202     | 0.07244                 | 0.03389        | 373.87  | 1297211.49873 |
| CVXUSDT       | 0.001255      | 0.001284    | 0.1498       | 0.07682         | 44.85         | 0.01455      | 0.01799     | 0.1052                  | 0.02885        | 352.49  | 1297211.49874 |
| TUSDT         | 0.001256      | 0.001573    | 0.1249       | 0.04837         | 22.17         | 0.009222     | 0.01364     | 0.1117                  | 0.02012        | 220.46  | 1297211.49874 |
| RENUSDT       | 0.001252      | 0.00148     | 0.06443      | 0.02078         | 50.53         | 0.01818      | 0.01707     | 0.09616                 | 0.01978        | 1062.71 | 1297211.49875 |
| ALGOUSDT      | 0.001253      | 0.003055    | 0.1257       | 0.04937         | 65.88         | 0.0177       | 0.02086     | 0.1481                  | 0.04793        | 1181.62 | 1297211.49875 |
| C98USDT       | 0.001244      | 0.001186    | 0.06746      | 0.01696         | 37.97         | 0.01609      | 0.01651     | 0.08727                 | 0.04321        | 746.85  | 1297211.49876 |
| EOSUSDT       | 0.001212      | 0.001261    | 0.1323       | 0.06081         | 52.38         | 0.01356      | 0.0193      | 0.1181                  | 0.03889        | 1341.66 | 1297211.49879 |
| LTCUSDT       | 0.001152      | 0.001402    | 0.113        | 0.05858         | 53.8          | 0.013        | 0.01738     | 0.1219                  | 0.03894        | 1340.66 | 1297211.49885 |
| LPTUSDT       | 0.001123      | 0.001186    | 0.06823      | 0.02177         | 63.78         | 0.01665      | 0.01926     | 0.129                   | 0.05046        | 667.85  | 1297211.49888 |
| IDUSDT        | 0.001118      | 0.001057    | 0.03856      | 0.01051         | 38.48         | 0.00646      | 0.008893    | 0.05941                 | 0.002716       | 170.39  | 1297211.49888 |
| BALUSDT       | 0.001106      | 0.001292    | 0.1157       | 0.05846         | 48.57         | 0.01957      | 0.02307     | 0.1476                  | 0.0595         | 1104.71 | 1297211.49889 |
| XMRUSDT       | 0.001114      | 0.001349    | 0.1345       | 0.099           | 54.1          | 0.0128       | 0.02544     | 0.1416                  | 0.05626        | 1315.66 | 1297211.49889 |
| PERPUSDT      | 0.001097      | 0.0006229   | 0.02787      | 0.005999        | 87.12         | 0.007803     | 0.008285    | 0.04069                 | 0.004464       | 187.5   | 1297211.4989  |
| ZILUSDT       | 0.00109       | 0.001437    | 0.08648      | 0.05051         | 50.45         | 0.01023      | 0.01698     | 0.123                   | 0.02463        | 1179.62 | 1297211.49891 |
| STXUSDT       | 0.001078      | 0.001074    | 0.09597      | 0.04905         | 47.73         | 0.01733      | 0.02471     | 0.1403                  | 0.02314        | 200.39  | 1297211.49892 |
| PEOPLEUSDT    | 0.00108       | 0.0011      | 0.05494      | 0.01187         | 40.85         | 0.01583      | 0.01897     | 0.1087                  | 0.04014        | 624.83  | 1297211.49892 |
| EGLDUSDT      | 0.001029      | 0.001105    | 0.08869      | 0.0545          | 40.48         | 0.01012      | 0.02069     | 0.146                   | 0.02204        | 1091.71 | 1297211.49897 |
| VETUSDT       | 0.00102       | 0.001382    | 0.08089      | 0.03733         | 78.7          | 0.01447      | 0.01935     | 0.1262                  | 0.06           | 1304.66 | 1297211.49898 |
| BLZUSDT       | 0.0009945     | 0.001209    | 0.03702      | 0.01049         | 27.92         | 0.01448      | 0.01512     | 0.08593                 | 0.05531        | 1088.7  | 1297211.49901 |
| BCHUSDT       | 0.000972      | 0.001065    | 0.08422      | 0.04275         | 66.02         | 0.01578      | 0.01648     | 0.08782                 | 0.03915        | 1349.0  | 1297211.49903 |
| LINAUSDT      | 0.0009381     | 0.0009429   | 0.03608      | 0.01644         | 60.72         | 0.0132       | 0.02324     | 0.1457                  | 0.02284        | 904.71  | 1297211.49906 |
| QTUMUSDT      | 0.0009283     | 0.001323    | 0.09753      | 0.04261         | 63.9          | 0.01908      | 0.02157     | 0.1398                  | 0.05224        | 1298.66 | 1297211.49907 |
| DYDXUSDT      | 0.0009064     | 0.000983    | 0.05456      | 0.01895         | 49.33         | 0.01881      | 0.01847     | 0.09236                 | 0.06656        | 729.85  | 1297211.49909 |
| XTZUSDT       | 0.0008867     | 0.001716    | 0.06969      | 0.02838         | 55.42         | 0.0108       | 0.01136     | 0.07363                 | 0.01983        | 1312.66 | 1297211.49911 |
| STGUSDT       | 0.0008536     | 0.001099    | 0.1137       | 0.07544         | 46.72         | 0.01112      | 0.02075     | 0.1317                  | 0.04597        | 380.5   | 1297211.49915 |
| DOGEUSDT      | 0.0008331     | 0.001071    | 0.06443      | 0.01587         | 77.23         | 0.01772      | 0.02484     | 0.1457                  | 0.01951        | 1157.62 | 1297211.49917 |
| KLAYUSDT      | 0.0008197     | 0.0007535   | 0.08808      | 0.03755         | 46.32         | 0.01206      | 0.01809     | 0.1157                  | 0.03755        | 697.85  | 1297211.49918 |
| XLMUSDT       | 0.0008081     | 0.0008599   | 0.06938      | 0.02535         | 55.45         | 0.01612      | 0.01526     | 0.08728                 | 0.07114        | 1329.66 | 1297211.49919 |
| 1000SHIBUSDT  | 0.000803      | 0.001337    | 0.04415      | 0.01496         | 38.85         | 0.01113      | 0.0144      | 0.1009                  | 0.01334        | 852.26  | 1297211.4992  |
| IOTXUSDT      | 0.0007949     | 0.0009329   | 0.07023      | 0.02031         | 71.67         | 0.0195       | 0.02368     | 0.1368                  | 0.02535        | 758.85  | 1297211.49921 |
| TRXUSDT       | 0.000783      | 0.001072    | 0.1384       | 0.05098         | 63.35         | 0.01392      | 0.0164      | 0.1193                  | 0.04335        | 1334.66 | 1297211.49922 |
| CTSIUSDT      | 0.0007585     | 0.0008707   | 0.05774      | 0.01444         | 81.87         | 0.01891      | 0.02067     | 0.1107                  | 0.02314        | 683.85  | 1297211.49924 |
| HOTUSDT       | 0.000756      | 0.001072    | 0.0643       | 0.03175         | 59.08         | 0.01224      | 0.0166      | 0.1074                  | 0.0794         | 893.71  | 1297211.49924 |
| BANDUSDT      | 0.0007404     | 0.0009092   | 0.04087      | 0.006806        | 47.08         | 0.01353      | 0.01295     | 0.06264                 | 0.01252        | 1138.71 | 1297211.49926 |
| BAKEUSDT      | 0.0007137     | 0.0008215   | 0.04564      | 0.009827        | 54.3          | 0.0132       | 0.01598     | 0.09785                 | 0.02171        | 843.71  | 1297211.49929 |
| OGNUSDT       | 0.0006846     | 0.0007888   | 0.04449      | 0.0122          | 47.37         | 0.01762      | 0.0158      | 0.08263                 | 0.02337        | 891.71  | 1297211.49932 |
| AXSUSDT       | 0.0006472     | 0.0009167   | 0.05341      | 0.01844         | 33.47         | 0.01819      | 0.01765     | 0.09444                 | 0.02698        | 1023.7  | 1297211.49935 |
| INJUSDT       | 0.0006455     | 0.001087    | 0.07198      | 0.04189         | 33.27         | 0.01208      | 0.01501     | 0.1152                  | 0.02783        | 388.88  | 1297211.49935 |
| APEUSDT       | 0.000629      | 0.001034    | 0.05165      | 0.02263         | 28.1          | 0.01088      | 0.01216     | 0.09741                 | 0.02353        | 541.37  | 1297211.49937 |
| ETCUSDT       | 0.0006181     | 0.000987    | 0.05473      | 0.02227         | 36.13         | 0.01096      | 0.01317     | 0.1093                  | 0.02601        | 1333.66 | 1297211.49938 |
| SOLUSDT       | 0.0006068     | 0.0008111   | 0.05597      | 0.009885        | 37.75         | 0.01829      | 0.01832     | 0.09388                 | 0.03818        | 1091.71 | 1297211.49939 |
| AAVEUSDT      | 0.0005857     | 0.0009505   | 0.06157      | 0.03059         | 52.35         | 0.01261      | 0.02042     | 0.1485                  | 0.03362        | 1059.71 | 1297211.49941 |
| LDOUSDT       | 0.0005936     | 0.0007333   | 0.07921      | 0.03865         | 35.02         | 0.01804      | 0.01986     | 0.1159                  | 0.04936        | 352.5   | 1297211.49941 |
| ICPUSDT       | 0.000586      | 0.000587    | 0.04266      | 0.006466        | 38.25         | 0.01093      | 0.01145     | 0.05759                 | 0.02704        | 347.89  | 1297211.49941 |
| ROSEUSDT      | 0.0005637     | 0.0008332   | 0.03893      | 0.009036        | 67.7          | 0.008493     | 0.009685    | 0.05788                 | 0.007769       | 617.85  | 1297211.49944 |
| ADAUSDT       | 0.0005551     | 0.001062    | 0.06603      | 0.03665         | 78.85         | 0.01367      | 0.01949     | 0.1332                  | 0.09562        | 1318.66 | 1297211.49944 |
| CHZUSDT       | 0.0005649     | 0.001004    | 0.03912      | 0.0146          | 65.65         | 0.009843     | 0.0167      | 0.1199                  | 0.01733        | 961.71  | 1297211.49944 |
| WAVESUSDT     | 0.0005387     | 0.0006693   | 0.05289      | 0.02393         | 51.25         | 0.01795      | 0.02381     | 0.1494                  | 0.09575        | 1124.71 | 1297211.49946 |
| BNBUSDT       | 0.0005308     | 0.0007226   | 0.1012       | 0.05463         | 85.32         | 0.0108       | 0.01862     | 0.1369                  | 0.04904        | 1308.66 | 1297211.49947 |
| DEFIUSDT      | 0.0005236     | 0.0006727   | 0.06834      | 0.03521         | 83.65         | 0.01128      | 0.01347     | 0.07814                 | 0.06269        | 1108.71 | 1297211.49948 |
| ETHUSDT       | 0.0004899     | 0.0006401   | 0.08035      | 0.04383         | 117.1         | 0.0101       | 0.01435     | 0.08457                 | 0.06043        | 1349.0  | 1297211.49951 |
| ARPAUSDT      | 0.0004777     | 0.0006609   | 0.05024      | 0.03088         | 77.92         | 0.01132      | 0.01874     | 0.1169                  | 0.08821        | 690.85  | 1297211.49952 |
| ANTUSDT       | 0.0004492     | 0.0006298   | 0.08667      | 0.04362         | 56.43         | 0.01979      | 0.02185     | 0.1411                  | 0.09182        | 621.83  | 1297211.49955 |
| BLUEBIRDUSDT  | 0.0004229     | 0.0004407   | 0.1066       | 0.0642          | 40.83         | 0.01127      | 0.02108     | 0.1157                  | 0.09819        | 311.5   | 1297211.49958 |
| ICXUSDT       | 0.0003085     | 0.0004298   | 0.0339       | 0.01772         | 59.3          | 0.01427      | 0.01693     | 0.09596                 | 0.02749        | 1090.71 | 1297211.49969 |
| RNDRUSDT      | 0.0003054     | 0.0006433   | 0.03983      | 0.006089        | 48.13         | 0.01567      | 0.01517     | 0.06867                 | 0.03626        | 218.89  | 1297211.49969 |
| BTCUSDT       | 0.0002182     | 0.0002849   | 0.06246      | 0.03666         | 95.13         | 0.01138      | 0.01741     | 0.1046                  | 0.047          | 1349.0  | 1297211.49978 |
| BTSUSDT       | 0.0001754     | 0.001487    | 0.1268       | 0.08967         | 40.12         | 0.01416      | 0.02249     | 0.1447                  | 0.09659        | 950.71  | 1297211.49982 |
| COCOSUSDT     | 0.0001842     | 0.001842    | 0.07758      | 0.04885         | 46.6          | 0.01898      | 0.02342     | 0.09695                 | 0.01979        | 200.38  | 1297211.49982 |
| RAYUSDT       | 0.0001367     | 0.0009524   | 0.1242       | 0.03745         | 56.22         | 0.0105       | 0.01927     | 0.1422                  | 0.09419        | 750.85  | 1297211.49986 |
| CVCUSDT       | 0.0001307     | 0.0007544   | 0.04658      | 0.007706        | 66.4          | 0.01919      | 0.02174     | 0.1331                  | 0.02777        | 1032.71 | 1297211.49987 |
| HNTUSDT       | 0.0001176     | 0.0004446   | 0.02322      | 0.01009         | 48.43         | 0.01606      | 0.01897     | 0.09821                 | 0.02286        | 1077.71 | 1297211.49988 |
| FTTUSDT       | 9.378e-05     | 0.0009378   | 0.1216       | 0.08489         | 45.77         | 0.0193       | 0.0269      | 0.1133                  | 0.04768        | 512.85  | 1297211.49991 |
| SCUSDT        | 7.117e-05     | 0.0007117   | 0.03139      | 0.005204        | 59.43         | 0.00771      | 0.008185    | 0.05055                 | 0.04078        | 880.71  | 1297211.49993 |
| BTCSTUSDT     | 7.744e-06     | 7.744e-05   | 0.02469      | 4.53e-05        | 23.98         | 0.01022      | 0.0008157   | 0.01375                 | 0.0            | 919.71  | 1297211.49999 |
| 1000PEPEUSDT  | 0.0008044     | 0.000848    | 0.0966       | 0.06771         | 39.3          | 0.02277      | 0.02942     | 0.1434                  | 0.08895        | 127.31  | 1297239.21775 |
| MASKUSDT      | 0.0007851     | 0.0009624   | 0.05067      | 0.01064         | 84.65         | 0.02429      | 0.02752     | 0.1438                  | 0.02591        | 743.85  | 1297254.4454  |
| SRMUSDT       | 0.0001031     | 0.0005978   | 0.05769      | 0.01907         | 39.3          | 0.03078      | 0.02436     | 0.1579                  | 0.05859        | 1100.91 | 1305192.87475 |
| OPUSDT        | 0.0005587     | 0.0007167   | 0.04884      | 0.02865         | 55.63         | 0.01377      | 0.02557     | 0.1602                  | 0.07652        | 465.41  | 1307389.8933  |
| GALAUSDT      | 0.0003055     | 0.0004431   | 0.03637      | 0.02447         | 49.5          | 0.02355      | 0.05727     | 0.3311                  | 0.0981         | 721.85  | 1481031.75942 |
| AUDIOUSDT     | 8.204e-05     | 0.0005603   | 0.3639       | 0.3397          | 86.6          | 0.1456       | 0.1794      | 0.5694                  | 0.07655        | 751.85  | 1732802.74182 |
| APTUSDT       | 6.1e-05       | 0.00061     | 0.7602       | 0.7491          | 47.52         | 0.4143       | 0.2512      | 0.7783                  | 0.07425        | 325.92  | 1951665.68581 |
| RUNEUSDT      | 4.965e-05     | 0.0004965   | 0.9037       | 0.9043          | 60.65         | 0.4706       | 0.319       | 0.9183                  | 0.09996        | 1101.7  | 2099002.94157 |
| GMTUSDT       | 5.041e-06     | 5.041e-05   | 0.9984       | 0.998           | 6.683         | 0.4777       | 0.3198      | 1.403                   | 0.0005431      | 543.83  | 2584360.71195 |
| BTCDOMUSDT    | -0.0002482    | 7.297e-05   | 0.2248       | 0.202           | 125.1         | 0.02688      | 0.03683     | 0.1419                  | 0.5118         | 810.85  | 5416171.40875 |
| USDCUSDT      | -1.832e-05    | -2.71e-05   | 0.9729       | 0.9607          | 22.4          | 0.00171      | 0.001722    | 0.01577                 | 1.0            | 181.29  | 10297305.8002 |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+

