### single symbol backtest metrics ###

update: 2023-09-11

note: symbols younger than 2021-05-01 are not optimized on their own,
instead the best config from among the older symbols is chosen

metric abbreviation comments:
adg_w_per_exp           average daily gain, recent data weighted heavier
adg_per_exp             average daily gain for whole backtest
exp_rts_mean            exposure ratios mean: average wallet exposure during backtest
time_at_max_exp         ratio of hours spent at >90% exposure to hours spent at <90% exposure
hrs_stuck_max           how many hours in a stretch with no fills
pa_dist_mean            price action distance mean: the average distance between position price and market price
pa_dist_std             price action distance std: the standard deviation of the distance between position price and market price
pa_dist_1pct_worst_mean mean of 1% highest pa_dist_mean
loss_profit_rt          loss to profit ratio: abs(sum(losses)) / sum(profit)
n_days                  backtest number of days
score                   used internally by optimizer
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                              long                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
| EDUUSDT       | 0.0008317     | 0.001464    | 0.04367      | 0.008805        | 73.33         | 0.01273      | 0.01041     | 0.04577                 | 6.196e-05      | 132.46  | 1297211.49917 |
| FILUSDT       | 0.0008341     | 0.001365    | 0.07286      | 0.006959        | 116.2         | 0.01383      | 0.0219      | 0.1416                  | 0.0631         | 1059.71 | 1297211.49917 |
| UNIUSDT       | 0.000831      | 0.001837    | 0.075        | 0.02988         | 116.7         | 0.01538      | 0.01656     | 0.1209                  | 0.009667       | 1087.67 | 1297211.49917 |
| CELOUSDT      | 0.000819      | 0.001491    | 0.08602      | 0.04331         | 65.53         | 0.0129       | 0.01908     | 0.1263                  | 0.04611        | 712.83  | 1297211.49918 |
| TRUUSDT       | 0.000821      | 0.001076    | 0.08268      | 0.01564         | 80.2          | 0.01755      | 0.01758     | 0.11                    | 0.03188        | 186.46  | 1297211.49918 |
| XTZUSDT       | 0.0007993     | 0.002243    | 0.05473      | 0.03073         | 136.3         | 0.01309      | 0.02072     | 0.139                   | 0.02855        | 1312.62 | 1297211.4992  |
| DEFIUSDT      | 0.0007819     | 0.001747    | 0.08738      | 0.02834         | 137.3         | 0.01418      | 0.01935     | 0.1435                  | 0.08822        | 1108.67 | 1297211.49922 |
| MAGICUSDT     | 0.0007781     | 0.001188    | 0.1219       | 0.06473         | 110.7         | 0.01901      | 0.02        | 0.1192                  | 0.03928        | 227.83  | 1297211.49922 |
| LTCUSDT       | 0.0007772     | 0.001381    | 0.05361      | 0.03658         | 104.5         | 0.01149      | 0.02148     | 0.1419                  | 0.02849        | 1340.62 | 1297211.49922 |
| RENUSDT       | 0.0007732     | 0.001238    | 0.05544      | 0.00592         | 115.6         | 0.0163       | 0.02333     | 0.1471                  | 0.0118         | 1062.67 | 1297211.49923 |
| BLZUSDT       | 0.0007747     | 0.001182    | 0.05813      | 0.01137         | 122.8         | 0.01808      | 0.0184      | 0.1107                  | 0.09164        | 1088.67 | 1297211.49923 |
| KAVAUSDT      | 0.0007572     | 0.001377    | 0.05307      | 0.02775         | 130.5         | 0.01872      | 0.02029     | 0.1142                  | 0.0165         | 1139.67 | 1297211.49924 |
| LITUSDT       | 0.0007612     | 0.00144     | 0.03633      | 0.01638         | 118.3         | 0.01477      | 0.01387     | 0.06994                 | 0.003593       | 933.67  | 1297211.49924 |
| CVXUSDT       | 0.0007553     | 0.0008081   | 0.04295      | 0.009929        | 136.6         | 0.01373      | 0.01091     | 0.04409                 | 0.0006544      | 352.46  | 1297211.49924 |
| KEYUSDT       | 0.0007306     | 0.001843    | 0.04899      | 0.02688         | 61.55         | 0.005256     | 0.01184     | 0.07321                 | 0.01104        | 108.46  | 1297211.49927 |
| PERPUSDT      | 0.0007282     | 0.0005174   | 0.08111      | 0.05778         | 85.3          | 0.01835      | 0.01852     | 0.1047                  | 0.08589        | 187.46  | 1297211.49927 |
| ENSUSDT       | 0.0007226     | 0.001616    | 0.1012       | 0.04675         | 93.75         | 0.01304      | 0.01743     | 0.1084                  | 0.0266         | 648.83  | 1297211.49928 |
| ACHUSDT       | 0.0007032     | 0.001201    | 0.08045      | 0.03468         | 105.2         | 0.01935      | 0.01701     | 0.112                   | 0.03173        | 199.38  | 1297211.4993  |
| ZECUSDT       | 0.0007004     | 0.001215    | 0.04132      | 0.01031         | 119.6         | 0.01334      | 0.02264     | 0.1371                  | 0.05649        | 1313.62 | 1297211.4993  |
| TRBUSDT       | 0.0006942     | 0.001497    | 0.0422       | 0.02048         | 143.2         | 0.0163       | 0.01865     | 0.1063                  | 0.01203        | 1102.67 | 1297211.49931 |
| IOSTUSDT      | 0.0006809     | 0.001519    | 0.06197      | 0.02826         | 138.2         | 0.01348      | 0.01919     | 0.1338                  | 0.02269        | 1297.62 | 1297211.49932 |
| VETUSDT       | 0.000682      | 0.002038    | 0.06677      | 0.0184          | 119.1         | 0.01498      | 0.01651     | 0.1145                  | 0.006712       | 1304.62 | 1297211.49932 |
| FLMUSDT       | 0.0006467     | 0.001176    | 0.03962      | 0.01227         | 138.8         | 0.01902      | 0.02333     | 0.1483                  | 0.01907        | 1076.67 | 1297211.49935 |
| BALUSDT       | 0.0006528     | 0.001166    | 0.02823      | 0.0103          | 142.8         | 0.01285      | 0.01168     | 0.05286                 | 0.02077        | 1104.67 | 1297211.49935 |
| 1000FLOKIUSDT | 0.0006492     | 0.001075    | 0.07843      | 0.02507         | 122.3         | 0.01621      | 0.01446     | 0.1014                  | 0.03405        | 126.29  | 1297211.49935 |
| IDUSDT        | 0.0006532     | 0.001012    | 0.05764      | 0.03399         | 90.07         | 0.01672      | 0.02121     | 0.1484                  | 0.04937        | 170.38  | 1297211.49935 |
| ATAUSDT       | 0.0006322     | 0.001125    | 0.0376       | 0.009405        | 141.7         | 0.01481      | 0.01228     | 0.05369                 | 0.00647        | 739.83  | 1297211.49937 |
| CFXUSDT       | 0.0006271     | 0.0009736   | 0.09101      | 0.06785         | 92.63         | 0.01905      | 0.01841     | 0.09971                 | 0.05947        | 201.38  | 1297211.49937 |
| TLMUSDT       | 0.0006201     | 0.0005552   | 0.06888      | 0.03542         | 142.4         | 0.01761      | 0.01902     | 0.1117                  | 0.08852        | 163.46  | 1297211.49938 |
| IOTAUSDT      | 0.0005754     | 0.001727    | 0.07677      | 0.008386        | 135.3         | 0.01519      | 0.01548     | 0.1029                  | 0.07472        | 1306.62 | 1297211.49942 |
| BNBUSDT       | 0.00057       | 0.001833    | 0.04308      | 0.01703         | 119.6         | 0.00754      | 0.01465     | 0.09963                 | 0.02907        | 1308.62 | 1297211.49943 |
| SSVUSDT       | 0.0005698     | 0.000892    | 0.08753      | 0.02215         | 126.8         | 0.01872      | 0.01846     | 0.1049                  | 0.03281        | 197.46  | 1297211.49943 |
| KNCUSDT       | 0.0005569     | 0.001035    | 0.05764      | 0.009959        | 141.3         | 0.01967      | 0.02094     | 0.1486                  | 0.01757        | 1175.62 | 1297211.49944 |
| API3USDT      | 0.0005568     | 0.0009361   | 0.05002      | 0.02537         | 109.6         | 0.01581      | 0.01702     | 0.109                   | 0.02731        | 564.83  | 1297211.49944 |
| NEOUSDT       | 0.000558      | 0.0009469   | 0.05398      | 0.02561         | 124.3         | 0.01763      | 0.02231     | 0.141                   | 0.05056        | 1301.62 | 1297211.49944 |
| XMRUSDT       | 0.0005616     | 0.001545    | 0.09157      | 0.04494         | 115.4         | 0.01096      | 0.01722     | 0.1251                  | 0.05204        | 1315.62 | 1297211.49944 |
| AUDIOUSDT     | 0.0005193     | 0.0009809   | 0.03562      | 0.01003         | 113.5         | 0.01472      | 0.01222     | 0.05595                 | 0.004843       | 751.83  | 1297211.49948 |
| WOOUSDT       | 0.0005079     | 0.0009421   | 0.05169      | 0.03294         | 67.68         | 0.01627      | 0.01994     | 0.1398                  | 0.06744        | 519.83  | 1297211.49949 |
| STGUSDT       | 0.0004987     | 0.0008817   | 0.07264      | 0.003176        | 122.5         | 0.01653      | 0.01649     | 0.09931                 | 0.008484       | 380.46  | 1297211.4995  |
| APTUSDT       | 0.0004709     | 0.0007548   | 0.0495       | 0.02634         | 107.5         | 0.01698      | 0.02055     | 0.1403                  | 0.04168        | 325.88  | 1297211.49953 |
| FOOTBALLUSDT  | 0.0004736     | 0.0008282   | 0.03577      | 0.003009        | 120.4         | 0.009056     | 0.007648    | 0.04228                 | 0.001019       | 373.83  | 1297211.49953 |
| ONTUSDT       | 0.0004502     | 0.0008789   | 0.04919      | 0.006787        | 138.7         | 0.0171       | 0.01526     | 0.08384                 | 0.009625       | 1307.62 | 1297211.49955 |
| ROSEUSDT      | 0.0004253     | 0.0008328   | 0.05145      | 0.03122         | 132.1         | 0.01572      | 0.0147      | 0.08325                 | 0.02631        | 617.83  | 1297211.49957 |
| BLUEBIRDUSDT  | 0.0004143     | 0.00072     | 0.06779      | 0.05136         | 51.05         | 0.005694     | 0.01114     | 0.062                   | 0.04535        | 311.46  | 1297211.49959 |
| TUSDT         | 0.0003996     | 0.000519    | 0.03288      | 0.0             | 143.9         | 0.01294      | 0.01115     | 0.05757                 | 0.01422        | 220.42  | 1297211.4996  |
| TRXUSDT       | 0.0003621     | 0.001665    | 0.06043      | 0.04252         | 130.8         | 0.0102       | 0.01992     | 0.1303                  | 0.02804        | 1334.62 | 1297211.49964 |
| DARUSDT       | 0.0002215     | 0.0009397   | 0.07228      | 0.0309          | 143.3         | 0.01713      | 0.0173      | 0.08893                 | 0.06611        | 498.83  | 1297211.49978 |
| CVCUSDT       | 0.0001747     | 0.001111    | 0.02957      | 0.01804         | 62.37         | 0.01442      | 0.01976     | 0.09644                 | 0.09373        | 1032.67 | 1297211.49983 |
| COCOSUSDT     | 0.0001639     | 0.001639    | 0.06199      | 0.0474          | 24.7          | 0.01377      | 0.01855     | 0.08259                 | 0.01412        | 200.38  | 1297211.49984 |
| SCUSDT        | 8.94e-05      | 0.000894    | 0.01261      | 0.005346        | 47.85         | 0.01352      | 0.01718     | 0.05806                 | 0.02491        | 880.67  | 1297211.49991 |
| FTTUSDT       | 6.26e-05      | 0.000626    | 0.01676      | 0.0006499       | 123.0         | 0.01966      | 0.02382     | 0.08122                 | 0.003715       | 512.83  | 1297211.49994 |
| USDCUSDT      | 1.048e-07     | 1.048e-06   | 0.01847      | 0.0             | 53.58         | 0.002322     | 0.001027    | 0.009395                | 0.0            | 181.25  | 1297211.5     |
| BTCSTUSDT     | 3.559e-06     | 3.559e-05   | 0.00945      | 0.0             | 6.733         | 0.001678     | 0.0006855   | 0.005876                | 0.0            | 919.67  | 1297211.5     |
| DYDXUSDT      | 0.0005045     | 0.0009768   | 0.07341      | 0.01273         | 140.9         | 0.02032      | 0.02087     | 0.1315                  | 0.02834        | 729.83  | 1297214.74158 |
| JOEUSDT       | 0.0006848     | 0.0009989   | 0.1578       | 0.06003         | 129.6         | 0.02483      | 0.02269     | 0.1207                  | 0.09468        | 164.46  | 1297259.91423 |
| BTSUSDT       | 8.886e-05     | 0.0007855   | 0.2177       | 0.008152        | 111.1         | 0.04117      | 0.02843     | 0.1522                  | 0.03717        | 950.67  | 1299629.57785 |
| LUNA2USDT     | 0.0005035     | 0.0007444   | 0.03949      | 0.01222         | 108.8         | 0.01253      | 0.02103     | 0.1528                  | 0.08704        | 364.83  | 1299964.27538 |
| BTCUSDT       | 0.0003612     | 0.000786    | 0.08221      | 0.01717         | 147.3         | 0.009457     | 0.008804    | 0.06013                 | 0.03221        | 1348.96 | 1300511.49964 |
| GALUSDT       | 0.0004704     | 0.001245    | 0.09155      | 0.06389         | 148.9         | 0.02157      | 0.02723     | 0.1511                  | 0.07619        | 492.38  | 1303239.33937 |
| DUSKUSDT      | 0.0005138     | 0.0009174   | 0.07417      | 0.03847         | 115.9         | 0.02208      | 0.0272      | 0.1592                  | 0.07722        | 610.83  | 1306416.5291  |
| FTMUSDT       | 0.0009588     | 0.002012    | 0.05401      | 0.01487         | 154.1         | 0.01662      | 0.01981     | 0.1328                  | 0.07773        | 1081.67 | 1307344.83237 |
| DASHUSDT      | 0.0006321     | 0.001228    | 0.06963      | 0.01711         | 154.5         | 0.01497      | 0.01826     | 0.1288                  | 0.02672        | 1314.62 | 1307678.16603 |
| ARPAUSDT      | 0.0007479     | 0.0008697   | 0.03853      | 0.01453         | 134.7         | 0.01528      | 0.02218     | 0.1608                  | 0.02135        | 690.83  | 1308020.38872 |
| ARUSDT        | 0.0005027     | 0.0009631   | 0.04838      | 0.02411         | 156.1         | 0.01714      | 0.01805     | 0.1176                  | 0.02221        | 711.83  | 1309294.83283 |
| JASMYUSDT     | 0.0005488     | 0.000867    | 0.02532      | 0.002133        | 156.8         | 0.01436      | 0.01133     | 0.04805                 | 0.001497       | 507.83  | 1309994.83278 |
| HNTUSDT       | 0.0003146     | 0.001171    | 0.04843      | 0.02583         | 76.17         | 0.01529      | 0.02337     | 0.1694                  | 0.02347        | 1077.67 | 1316655.01213 |
| NEARUSDT      | 0.0005285     | 0.001217    | 0.05207      | 0.02978         | 164.5         | 0.01774      | 0.01969     | 0.1261                  | 0.04016        | 1060.62 | 1317744.8328  |
| ANTUSDT       | 0.0004851     | 0.0007997   | 0.06771      | 0.005495        | 150.1         | 0.018        | 0.0262      | 0.1661                  | 0.01629        | 621.79  | 1319375.47139 |
| 1000XECUSDT   | 0.0004388     | 0.0006616   | 0.05974      | 0.01718         | 167.9         | 0.01727      | 0.01706     | 0.09769                 | 0.07148        | 722.83  | 1321128.16623 |
| SXPUSDT       | 0.0008009     | 0.002971    | 0.03796      | 0.01523         | 169.0         | 0.01498      | 0.01269     | 0.06058                 | 0.008174       | 1146.58 | 1322228.16587 |
| PEOPLEUSDT    | 0.000432      | 0.001152    | 0.05618      | 0.03421         | 107.2         | 0.01844      | 0.02661     | 0.1831                  | 0.05006        | 624.79  | 1330337.92324 |
| DGBUSDT       | 0.0009765     | 0.001859    | 0.1053       | 0.02934         | 182.7         | 0.0128       | 0.01998     | 0.1402                  | 0.07955        | 871.83  | 1335894.83236 |
| MASKUSDT      | 0.0006944     | 0.001255    | 0.08519      | 0.06217         | 147.9         | 0.02135      | 0.03019     | 0.1878                  | 0.0558         | 743.83  | 1338953.82315 |
| BATUSDT       | 0.0007547     | 0.001542    | 0.1156       | 0.01519         | 203.1         | 0.01986      | 0.02199     | 0.131                   | 0.0692         | 1305.62 | 1356344.83258 |
| IOTXUSDT      | 0.0003525     | 0.0006641   | 0.07606      | 0.02465         | 173.1         | 0.02151      | 0.0258      | 0.1861                  | 0.06668        | 758.83  | 1362349.14314 |
| BTCDOMUSDT    | 6.605e-05     | 0.0001247   | 0.04989      | 0.01737         | 221.6         | 0.008155     | 0.006568    | 0.03542                 | 0.04017        | 810.83  | 1374844.83327 |
| EOSUSDT       | 0.000491      | 0.001026    | 0.03188      | 0.004689        | 227.4         | 0.01185      | 0.01346     | 0.0801                  | 0.03565        | 1341.62 | 1380578.16618 |
| ETCUSDT       | 0.0004309     | 0.0009752   | 0.03418      | 0.01328         | 227.4         | 0.01511      | 0.02163     | 0.1427                  | 0.01075        | 1333.62 | 1380594.8329  |
| BNXUSDT       | 0.000687      | 0.001034    | 0.1319       | 0.07501         | 111.6         | 0.02541      | 0.03953     | 0.2209                  | 0.1064         | 199.38  | 1433447.73159 |
| CTSIUSDT      | 0.0005696     | 0.0008729   | 0.06213      | 0.00591         | 297.4         | 0.01665      | 0.02288     | 0.1382                  | 0.01493        | 683.83  | 1450628.1661  |
| C98USDT       | 0.0007902     | 0.001055    | 0.07004      | 0.03208         | 151.1         | 0.02386      | 0.03792     | 0.2315                  | 0.1136         | 746.83  | 1522240.12163 |
| FLOWUSDT      | 0.0004015     | 0.0005344   | 0.09033      | 0.02499         | 257.4         | 0.02562      | 0.03506     | 0.2751                  | 0.1028         | 576.83  | 1563899.01817 |
| LPTUSDT       | 0.0007749     | 0.0009221   | 0.1292       | 0.05858         | 255.9         | 0.02553      | 0.04243     | 0.2928                  | 0.1033         | 667.83  | 1585803.17192 |
| GTCUSDT       | 0.0004945     | 0.0008793   | 0.1367       | 0.04949         | 433.4         | 0.02856      | 0.04067     | 0.2828                  | 0.1194         | 820.83  | 1914816.05065 |
| BAKEUSDT      | 0.0004722     | 0.000865    | 0.1449       | 0.04978         | 271.0         | 0.03282      | 0.04475     | 0.2502                  | 0.1576         | 843.67  | 2101842.87603 |
| GMTUSDT       | 0.0003051     | 0.0007622   | 0.09776      | 0.02444         | 159.0         | 0.02413      | 0.03529     | 0.2294                  | 0.265          | 543.79  | 3042300.22342 |
| RAYUSDT       | 3.64e-05      | 0.0005041   | 0.478        | 0.4632          | 81.28         | 0.4443       | 0.4284      | 1.007                   | 0.3983         | 750.83  | 5180686.2216  |
| SRMUSDT       | 3.688e-05     | 0.0004808   | 0.1389       | 0.08943         | 265.4         | 0.05575      | 0.1024      | 0.5296                  | 0.4711         | 1100.88 | 5516647.34979 |
| KLAYUSDT      | 0.0002547     | 0.0001729   | 0.08865      | 0.02448         | 184.3         | 0.02609      | 0.04583     | 0.2811                  | 0.6219         | 697.83  | 6689112.34192 |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+

+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                             short                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| PERPUSDT      | 0.01127       | 0.002862    | 0.03469      | 0.008667        | 97.43         | 0.01378      | 0.01078     | 0.04259                 | 0.0001988      | 187.46  | 1297211.48873 |
| LEVERUSDT     | 0.006379      | 0.003886    | 0.05186      | 0.02217         | 75.67         | 0.01022      | 0.009923    | 0.05087                 | 0.001586       | 163.46  | 1297211.49362 |
| AMBUSDT       | 0.004714      | 0.00393     | 0.06739      | 0.03109         | 66.03         | 0.009981     | 0.01804     | 0.1351                  | 0.02659        | 163.46  | 1297211.49529 |
| IDEXUSDT      | 0.003686      | 0.001965    | 0.06245      | 0.02992         | 49.33         | 0.008777     | 0.009608    | 0.06052                 | 0.02887        | 129.46  | 1297211.49631 |
| STMXUSDT      | 0.003587      | 0.002881    | 0.09926      | 0.06705         | 118.0         | 0.0168       | 0.02044     | 0.1198                  | 0.02966        | 901.67  | 1297211.49641 |
| BLURUSDT      | 0.003584      | 0.004139    | 0.1406       | 0.09232         | 123.6         | 0.008676     | 0.01142     | 0.07435                 | 0.01571        | 134.46  | 1297211.49642 |
| TRUUSDT       | 0.003288      | 0.003776    | 0.07212      | 0.02458         | 54.97         | 0.008828     | 0.01195     | 0.0832                  | 0.005597       | 186.46  | 1297211.49671 |
| TOMOUSDT      | 0.003253      | 0.001773    | 0.04889      | 0.04074         | 70.72         | 0.01202      | 0.01822     | 0.1119                  | 0.02583        | 1063.67 | 1297211.49675 |
| RADUSDT       | 0.003225      | 0.001897    | 0.05389      | 0.03095         | 50.18         | 0.006191     | 0.009446    | 0.05498                 | 0.02411        | 122.46  | 1297211.49677 |
| EDUUSDT       | 0.003166      | 0.003321    | 0.1046       | 0.04717         | 111.1         | 0.009568     | 0.01459     | 0.09875                 | 0.01357        | 132.46  | 1297211.49683 |
| TLMUSDT       | 0.003136      | 0.001765    | 0.106        | 0.05326         | 97.82         | 0.009269     | 0.01059     | 0.06607                 | 0.02889        | 163.46  | 1297211.49686 |
| XVSUSDT       | 0.002947      | 0.001775    | 0.04575      | 0.01251         | 64.9          | 0.007625     | 0.006907    | 0.03634                 | 0.005984       | 149.88  | 1297211.49705 |
| JOEUSDT       | 0.002843      | 0.002009    | 0.1123       | 0.08688         | 54.08         | 0.01441      | 0.02554     | 0.1325                  | 0.07778        | 164.46  | 1297211.49716 |
| KEYUSDT       | 0.002808      | 0.002911    | 0.05514      | 0.02419         | 81.6          | 0.00971      | 0.01668     | 0.121                   | 0.02208        | 108.46  | 1297211.49719 |
| HFTUSDT       | 0.002709      | 0.001974    | 0.1126       | 0.05831         | 55.48         | 0.01079      | 0.01523     | 0.09888                 | 0.02827        | 156.46  | 1297211.49729 |
| BLZUSDT       | 0.002463      | 0.001966    | 0.03289      | 0.01607         | 129.3         | 0.01444      | 0.01394     | 0.07408                 | 0.05013        | 1088.67 | 1297211.49754 |
| BNXUSDT       | 0.0024        | 0.003129    | 0.09361      | 0.03824         | 95.7          | 0.008589     | 0.01088     | 0.07665                 | 0.01151        | 199.38  | 1297211.4976  |
| OGNUSDT       | 0.002377      | 0.001855    | 0.02947      | 0.01715         | 65.92         | 0.009577     | 0.01392     | 0.0882                  | 0.02909        | 891.67  | 1297211.49762 |
| AGIXUSDT      | 0.002212      | 0.004297    | 0.08529      | 0.03185         | 130.2         | 0.01188      | 0.01298     | 0.07853                 | 0.003622       | 205.38  | 1297211.49779 |
| HOOKUSDT      | 0.002215      | 0.003057    | 0.1041       | 0.07305         | 42.92         | 0.01344      | 0.0215      | 0.124                   | 0.04029        | 229.83  | 1297211.49779 |
| LQTYUSDT      | 0.002162      | 0.003588    | 0.08601      | 0.05972         | 43.82         | 0.01125      | 0.01721     | 0.1051                  | 0.04011        | 183.46  | 1297211.49784 |
| SSVUSDT       | 0.002133      | 0.003161    | 0.05675      | 0.03228         | 78.6          | 0.009755     | 0.008848    | 0.04316                 | 0.00218        | 197.46  | 1297211.49787 |
| SUIUSDT       | 0.002115      | 0.002866    | 0.09691      | 0.0741          | 57.93         | 0.0113       | 0.0185      | 0.09176                 | 0.0175         | 129.29  | 1297211.49788 |
| 1000FLOKIUSDT | 0.002114      | 0.002467    | 0.04657      | 0.02243         | 83.75         | 0.008757     | 0.007741    | 0.03605                 | 0.0007005      | 126.29  | 1297211.49789 |
| SFPUSDT       | 0.002085      | 0.003443    | 0.1074       | 0.07182         | 132.9         | 0.01889      | 0.01935     | 0.1424                  | 0.06081        | 927.67  | 1297211.49792 |
| ACHUSDT       | 0.002026      | 0.002778    | 0.09876      | 0.07668         | 100.2         | 0.0138       | 0.01641     | 0.08275                 | 0.015          | 199.38  | 1297211.49797 |
| HIGHUSDT      | 0.002008      | 0.002529    | 0.1347       | 0.07425         | 88.27         | 0.01857      | 0.02086     | 0.1292                  | 0.03257        | 214.88  | 1297211.49799 |
| OCEANUSDT     | 0.001973      | 0.00289     | 0.1434       | 0.07327         | 121.5         | 0.01865      | 0.02424     | 0.1428                  | 0.03839        | 1040.67 | 1297211.49803 |
| ZENUSDT       | 0.001946      | 0.003217    | 0.1401       | 0.05516         | 137.5         | 0.01863      | 0.02199     | 0.149                   | 0.01953        | 1019.67 | 1297211.49805 |
| PHBUSDT       | 0.001873      | 0.002024    | 0.09465      | 0.04726         | 101.8         | 0.01575      | 0.02074     | 0.1439                  | 0.01775        | 205.38  | 1297211.49813 |
| HBARUSDT      | 0.001863      | 0.002787    | 0.0951       | 0.0642          | 79.03         | 0.01137      | 0.01544     | 0.1163                  | 0.02858        | 906.67  | 1297211.49814 |
| ASTRUSDT      | 0.001836      | 0.001741    | 0.0794       | 0.05351         | 24.7          | 0.009104     | 0.01265     | 0.0766                  | 0.0344         | 207.88  | 1297211.49816 |
| FETUSDT       | 0.001757      | 0.002151    | 0.09708      | 0.04875         | 117.9         | 0.01361      | 0.02        | 0.1297                  | 0.02494        | 235.88  | 1297211.49824 |
| ONTUSDT       | 0.001741      | 0.002936    | 0.1083       | 0.07459         | 44.37         | 0.01059      | 0.02055     | 0.1256                  | 0.03098        | 1307.62 | 1297211.49826 |
| LUNA2USDT     | 0.001731      | 0.002891    | 0.0418       | 0.02444         | 71.28         | 0.005001     | 0.006871    | 0.04319                 | 0.006189       | 364.83  | 1297211.49827 |
| FLMUSDT       | 0.00171       | 0.001396    | 0.03825      | 0.008823        | 138.8         | 0.01845      | 0.01777     | 0.1045                  | 0.01028        | 1076.67 | 1297211.49829 |
| LITUSDT       | 0.001674      | 0.00266     | 0.108        | 0.03731         | 124.1         | 0.01902      | 0.02317     | 0.1453                  | 0.01835        | 933.67  | 1297211.49833 |
| REEFUSDT      | 0.001645      | 0.002887    | 0.1114       | 0.04863         | 118.9         | 0.0145       | 0.02132     | 0.1438                  | 0.02031        | 929.67  | 1297211.49836 |
| TRBUSDT       | 0.001633      | 0.002539    | 0.05705      | 0.02558         | 108.6         | 0.01671      | 0.02185     | 0.1412                  | 0.03471        | 1102.67 | 1297211.49837 |
| UMAUSDT       | 0.001567      | 0.001364    | 0.04472      | 0.01463         | 83.0          | 0.007147     | 0.00642     | 0.03266                 | 0.012          | 122.46  | 1297211.49843 |
| XEMUSDT       | 0.001547      | 0.002792    | 0.1371       | 0.07856         | 88.07         | 0.01276      | 0.02002     | 0.1406                  | 0.02998        | 920.67  | 1297211.49845 |
| DGBUSDT       | 0.001488      | 0.002596    | 0.1033       | 0.06667         | 100.2         | 0.01375      | 0.02271     | 0.1474                  | 0.06149        | 871.83  | 1297211.49851 |
| NKNUSDT       | 0.001481      | 0.002609    | 0.1226       | 0.02098         | 133.2         | 0.01979      | 0.02456     | 0.1464                  | 0.06785        | 883.67  | 1297211.49852 |
| IDUSDT        | 0.001398      | 0.001453    | 0.03374      | 0.008557        | 81.25         | 0.0116       | 0.01012     | 0.04583                 | 0.0008847      | 170.38  | 1297211.4986  |
| GALUSDT       | 0.001381      | 0.003499    | 0.1022       | 0.04849         | 82.17         | 0.01214      | 0.01422     | 0.09121                 | 0.0137         | 492.38  | 1297211.49862 |
| CTKUSDT       | 0.001375      | 0.003529    | 0.1105       | 0.06111         | 113.9         | 0.01434      | 0.01769     | 0.1219                  | 0.04357        | 1024.67 | 1297211.49863 |
| ARPAUSDT      | 0.001368      | 0.001678    | 0.04801      | 0.03516         | 69.07         | 0.01161      | 0.02076     | 0.1347                  | 0.04839        | 690.83  | 1297211.49863 |
| EOSUSDT       | 0.001335      | 0.002354    | 0.1069       | 0.07686         | 131.8         | 0.01507      | 0.02222     | 0.1372                  | 0.0268         | 1341.62 | 1297211.49866 |
| CTSIUSDT      | 0.001322      | 0.001986    | 0.06506      | 0.02925         | 132.6         | 0.01547      | 0.01459     | 0.09678                 | 0.00992        | 683.83  | 1297211.49868 |
| LINAUSDT      | 0.001322      | 0.001183    | 0.05108      | 0.01202         | 112.2         | 0.01785      | 0.02171     | 0.1383                  | 0.02528        | 904.67  | 1297211.49868 |
| ATAUSDT       | 0.001313      | 0.002669    | 0.102        | 0.05722         | 73.1          | 0.01083      | 0.0186      | 0.1177                  | 0.04299        | 739.83  | 1297211.49869 |
| SUSHIUSDT     | 0.001303      | 0.003539    | 0.1108       | 0.0753          | 104.4         | 0.01849      | 0.02462     | 0.1432                  | 0.02497        | 1101.67 | 1297211.4987  |
| MKRUSDT       | 0.0013        | 0.001456    | 0.05093      | 0.0353          | 69.63         | 0.01119      | 0.02088     | 0.1374                  | 0.03085        | 1123.67 | 1297211.4987  |
| RENUSDT       | 0.001266      | 0.002117    | 0.09015      | 0.03219         | 141.2         | 0.01941      | 0.02219     | 0.1394                  | 0.04649        | 1062.67 | 1297211.49873 |
| RSRUSDT       | 0.001257      | 0.002684    | 0.07602      | 0.04499         | 104.7         | 0.01722      | 0.0222      | 0.1497                  | 0.0579         | 1056.67 | 1297211.49874 |
| GRTUSDT       | 0.00126       | 0.002586    | 0.1049       | 0.03359         | 97.8          | 0.01898      | 0.02209     | 0.1469                  | 0.04295        | 994.67  | 1297211.49874 |
