### single symbol backtest metrics ###

update: 2023-09-11

note: symbols younger than 2021-05-01 are not optimized on their own,
instead the best config from among the older symbols is chosen

metric abbreviation comments:
adg_w_per_exp           average daily gain, recent data weighted heavier
adg_per_exp             average daily gain for whole backtest
exp_rts_mean            exposure ratios mean: average wallet exposure during backtest
time_at_max_exp         ratio of hours spent at >90% exposure to hours spent at <90% exposure
hrs_stuck_max           how many hours in a stretch with no fills
pa_dist_mean            price action distance mean: the average distance between position price and market price
pa_dist_std             price action distance std: the standard deviation of the distance between position price and market price
pa_dist_1pct_worst_mean mean of 1% highest pa_dist_mean
loss_profit_rt          loss to profit ratio: abs(sum(losses)) / sum(profit)
n_days                  backtest number of days
score                   used internally by optimizer
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                              long                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
| SPELLUSDT     | 0.001227      | 0.002131    | 0.07123      | 0.02827         | 74.87         | 0.008223     | 0.01058     | 0.08085                 | 0.01821        | 368.46  | 1297211.49877 |
| COTIUSDT      | 0.001232      | 0.002471    | 0.1109       | 0.05568         | 76.2          | 0.01548      | 0.02061     | 0.1321                  | 0.02005        | 913.67  | 1297211.49877 |
| NEOUSDT       | 0.001225      | 0.001956    | 0.1285       | 0.06905         | 128.1         | 0.01346      | 0.02109     | 0.1306                  | 0.0431         | 1301.62 | 1297211.49877 |
| DASHUSDT      | 0.001167      | 0.001912    | 0.098        | 0.06602         | 94.65         | 0.01087      | 0.01873     | 0.1241                  | 0.0434         | 1314.62 | 1297211.49883 |
| CELRUSDT      | 0.001117      | 0.002524    | 0.05311      | 0.02599         | 117.0         | 0.01219      | 0.0216      | 0.1461                  | 0.02189        | 894.67  | 1297211.49888 |
| ICXUSDT       | 0.001113      | 0.001922    | 0.06571      | 0.05104         | 78.35         | 0.0143       | 0.02187     | 0.1402                  | 0.02242        | 1090.67 | 1297211.49889 |
| BELUSDT       | 0.001103      | 0.00163     | 0.06132      | 0.0206          | 82.75         | 0.01281      | 0.0192      | 0.1248                  | 0.02017        | 1025.67 | 1297211.4989  |
| KAVAUSDT      | 0.001095      | 0.001793    | 0.08284      | 0.04065         | 140.5         | 0.0199       | 0.02429     | 0.137                   | 0.01911        | 1139.67 | 1297211.4989  |
| RLCUSDT       | 0.001103      | 0.002396    | 0.07923      | 0.01595         | 123.5         | 0.01606      | 0.01545     | 0.09389                 | 0.00813        | 1136.67 | 1297211.4989  |
| ZRXUSDT       | 0.001096      | 0.00184     | 0.0841       | 0.02908         | 136.0         | 0.01744      | 0.01897     | 0.1157                  | 0.01369        | 1173.58 | 1297211.4989  |
| APEUSDT       | 0.001077      | 0.001967    | 0.06042      | 0.03563         | 102.9         | 0.01217      | 0.01702     | 0.1164                  | 0.01254        | 541.33  | 1297211.49892 |
| KNCUSDT       | 0.001074      | 0.001808    | 0.05929      | 0.03477         | 124.8         | 0.01761      | 0.02319     | 0.146                   | 0.03836        | 1175.62 | 1297211.49893 |
| ZECUSDT       | 0.001071      | 0.002068    | 0.1197       | 0.06382         | 63.18         | 0.0118       | 0.02215     | 0.1481                  | 0.05791        | 1313.62 | 1297211.49893 |
| 1000PEPEUSDT  | 0.001061      | 0.002987    | 0.03375      | 0.009162        | 60.35         | 0.01143      | 0.009649    | 0.04303                 | 0.002667       | 127.29  | 1297211.49894 |
| HOTUSDT       | 0.00102       | 0.004011    | 0.1286       | 0.03842         | 141.8         | 0.01705      | 0.02159     | 0.1307                  | 0.04892        | 893.67  | 1297211.49898 |
| JASMYUSDT     | 0.001024      | 0.002124    | 0.04235      | 0.009845        | 118.7         | 0.01458      | 0.01033     | 0.04551                 | 0.01952        | 507.83  | 1297211.49898 |
| CHZUSDT       | 0.00102       | 0.003057    | 0.05175      | 0.03085         | 119.2         | 0.01298      | 0.02035     | 0.1395                  | 0.02989        | 961.67  | 1297211.49898 |
| ALGOUSDT      | 0.001019      | 0.002379    | 0.1127       | 0.05088         | 140.2         | 0.01722      | 0.01973     | 0.1186                  | 0.0175         | 1181.58 | 1297211.49898 |
| CHRUSDT       | 0.001023      | 0.002395    | 0.08259      | 0.03505         | 143.1         | 0.01513      | 0.02036     | 0.1455                  | 0.03119        | 911.67  | 1297211.49898 |
| CKBUSDT       | 0.001022      | 0.00195     | 0.08289      | 0.05986         | 83.58         | 0.009935     | 0.009979    | 0.05706                 | 0.009901       | 193.46  | 1297211.49898 |
| SNXUSDT       | 0.001001      | 0.00117     | 0.04265      | 0.006346        | 133.3         | 0.01993      | 0.02031     | 0.1226                  | 0.004176       | 1122.67 | 1297211.499   |
| ATOMUSDT      | 0.001004      | 0.002621    | 0.1003       | 0.05566         | 75.18         | 0.01205      | 0.02274     | 0.148                   | 0.03873        | 1311.46 | 1297211.499   |
| QTUMUSDT      | 0.0009937     | 0.001735    | 0.06204      | 0.02971         | 125.8         | 0.01226      | 0.01923     | 0.1396                  | 0.02036        | 1298.62 | 1297211.49901 |
| GTCUSDT       | 0.0009443     | 0.001703    | 0.0914       | 0.01594         | 95.73         | 0.01917      | 0.02499     | 0.1476                  | 0.02819        | 820.83  | 1297211.49906 |
| OMGUSDT       | 0.0009274     | 0.002094    | 0.08147      | 0.04468         | 113.1         | 0.01657      | 0.01673     | 0.117                   | 0.02184        | 1165.58 | 1297211.49907 |
| IOTAUSDT      | 0.0009284     | 0.00176     | 0.07474      | 0.04678         | 124.6         | 0.01597      | 0.01945     | 0.1417                  | 0.02091        | 1306.62 | 1297211.49907 |
| ZILUSDT       | 0.0009269     | 0.001873    | 0.08791      | 0.05652         | 111.2         | 0.01316      | 0.01577     | 0.1199                  | 0.08453        | 1179.58 | 1297211.49907 |
| YFIUSDT       | 0.0009215     | 0.002874    | 0.08738      | 0.03994         | 97.45         | 0.01528      | 0.01763     | 0.1464                  | 0.01489        | 1105.67 | 1297211.49908 |
| FOOTBALLUSDT  | 0.0009248     | 0.001384    | 0.139        | 0.09261         | 121.5         | 0.01322      | 0.02268     | 0.1267                  | 0.08709        | 373.83  | 1297211.49908 |
| MINAUSDT      | 0.0009084     | 0.002418    | 0.08171      | 0.04816         | 70.58         | 0.009945     | 0.0114      | 0.07194                 | 0.03732        | 214.5   | 1297211.49909 |
| SOLUSDT       | 0.0009135     | 0.000962    | 0.03081      | 0.01737         | 99.17         | 0.01427      | 0.02054     | 0.1428                  | 0.0185         | 1091.67 | 1297211.49909 |
| LINKUSDT      | 0.0009086     | 0.001964    | 0.09006      | 0.05972         | 97.12         | 0.0174       | 0.01957     | 0.1167                  | 0.02154        | 1332.62 | 1297211.49909 |
| UNIUSDT       | 0.0009087     | 0.001816    | 0.08067      | 0.05225         | 122.8         | 0.01578      | 0.02169     | 0.1494                  | 0.07454        | 1087.67 | 1297211.49909 |
| ENJUSDT       | 0.0009041     | 0.002236    | 0.08972      | 0.02411         | 121.4         | 0.0161       | 0.01882     | 0.1486                  | 0.06182        | 1076.67 | 1297211.4991  |
| 1INCHUSDT     | 0.0009048     | 0.002147    | 0.1309       | 0.03764         | 123.2         | 0.01988      | 0.02405     | 0.1412                  | 0.0363         | 988.54  | 1297211.4991  |
| XTZUSDT       | 0.0009008     | 0.002069    | 0.08302      | 0.03793         | 83.17         | 0.0106       | 0.01354     | 0.09995                 | 0.0551         | 1312.62 | 1297211.4991  |
| BANDUSDT      | 0.0008869     | 0.001411    | 0.04369      | 0.02283         | 69.85         | 0.01352      | 0.01546     | 0.1012                  | 0.03016        | 1138.67 | 1297211.49911 |
| FXSUSDT       | 0.0008888     | 0.001649    | 0.1349       | 0.07855         | 106.2         | 0.01732      | 0.01966     | 0.117                   | 0.02761        | 232.83  | 1297211.49911 |
| ICPUSDT       | 0.0008883     | 0.001596    | 0.07747      | 0.05617         | 76.73         | 0.007569     | 0.01097     | 0.07113                 | 0.009985       | 347.88  | 1297211.49911 |
| MANAUSDT      | 0.0008712     | 0.00225     | 0.06863      | 0.04113         | 142.3         | 0.01331      | 0.0198      | 0.1392                  | 0.01162        | 908.67  | 1297211.49913 |
| ANKRUSDT      | 0.0008623     | 0.001866    | 0.08073      | 0.0199          | 128.0         | 0.01607      | 0.02284     | 0.1467                  | 0.01863        | 956.67  | 1297211.49914 |
| DEFIUSDT      | 0.0008545     | 0.001782    | 0.0954       | 0.05934         | 92.9          | 0.01494      | 0.01901     | 0.1263                  | 0.02979        | 1108.67 | 1297211.49915 |
| TUSDT         | 0.0008462     | 0.001751    | 0.02796      | 0.006426        | 63.62         | 0.005909     | 0.004918    | 0.02233                 | 0.003149       | 220.42  | 1297211.49915 |
| SKLUSDT       | 0.0008337     | 0.002185    | 0.06096      | 0.01396         | 134.0         | 0.01747      | 0.01891     | 0.1212                  | 0.06816        | 1005.67 | 1297211.49917 |
| IOSTUSDT      | 0.0008213     | 0.002146    | 0.06203      | 0.04425         | 75.73         | 0.0113       | 0.02305     | 0.1493                  | 0.03386        | 1297.62 | 1297211.49918 |
| BATUSDT       | 0.00082       | 0.001448    | 0.06185      | 0.04184         | 86.83         | 0.01304      | 0.0182      | 0.1301                  | 0.08985        | 1305.62 | 1297211.49918 |
| LTCUSDT       | 0.0008196     | 0.00139     | 0.07532      | 0.04749         | 125.3         | 0.01338      | 0.02263     | 0.1494                  | 0.03457        | 1340.62 | 1297211.49918 |
| NEARUSDT      | 0.0008129     | 0.002066    | 0.05449      | 0.0394          | 92.25         | 0.0136       | 0.02321     | 0.1474                  | 0.02852        | 1060.62 | 1297211.49919 |
| XLMUSDT       | 0.0007973     | 0.001182    | 0.06858      | 0.0444          | 69.12         | 0.009395     | 0.01387     | 0.09802                 | 0.0178         | 1329.62 | 1297211.4992  |
| C98USDT       | 0.0007976     | 0.001331    | 0.09597      | 0.02047         | 114.7         | 0.01833      | 0.01857     | 0.1116                  | 0.08738        | 746.83  | 1297211.4992  |
| STORJUSDT     | 0.0008032     | 0.00152     | 0.06087      | 0.02883         | 138.8         | 0.0172       | 0.02222     | 0.1379                  | 0.03549        | 1089.67 | 1297211.4992  |
| RUNEUSDT      | 0.0007805     | 0.000751    | 0.02791      | 0.01051         | 129.5         | 0.01888      | 0.01696     | 0.09055                 | 0.006219       | 1101.67 | 1297211.49922 |
| THETAUSDT     | 0.0007828     | 0.001844    | 0.09197      | 0.038           | 118.2         | 0.01888      | 0.02044     | 0.1293                  | 0.01896        | 1201.62 | 1297211.49922 |
| SANDUSDT      | 0.0007603     | 0.002247    | 0.05298      | 0.03132         | 126.9         | 0.01528      | 0.02249     | 0.1486                  | 0.01559        | 957.67  | 1297211.49924 |
| AVAXUSDT      | 0.0007607     | 0.002064    | 0.09126      | 0.04302         | 141.9         | 0.01642      | 0.02081     | 0.1488                  | 0.02622        | 1082.67 | 1297211.49924 |
| ALICEUSDT     | 0.0007613     | 0.001656    | 0.09588      | 0.02474         | 139.2         | 0.0199       | 0.02266     | 0.1484                  | 0.08823        | 907.83  | 1297211.49924 |
| BAKEUSDT      | 0.0007605     | 0.0009722   | 0.03894      | 0.01027         | 120.1         | 0.01587      | 0.0155      | 0.08818                 | 0.02937        | 843.67  | 1297211.49924 |
| API3USDT      | 0.0007462     | 0.0008892   | 0.05708      | 0.0003688       | 134.8         | 0.01888      | 0.02043     | 0.1161                  | 0.00527        | 564.83  | 1297211.49925 |
| ALPHAUSDT     | 0.0007407     | 0.00129     | 0.05199      | 0.02017         | 142.8         | 0.01859      | 0.02313     | 0.146                   | 0.05871        | 1020.67 | 1297211.49926 |
| MTLUSDT       | 0.0007403     | 0.0009665   | 0.04099      | 0.01386         | 139.8         | 0.01664      | 0.02213     | 0.1421                  | 0.01467        | 892.67  | 1297211.49926 |
| XMRUSDT       | 0.0007384     | 0.001825    | 0.1033       | 0.07651         | 86.63         | 0.01134      | 0.02001     | 0.1213                  | 0.02208        | 1315.62 | 1297211.49926 |
| COMPUSDT      | 0.0007394     | 0.0009746   | 0.05833      | 0.01317         | 117.7         | 0.01977      | 0.02195     | 0.1246                  | 0.01236        | 1167.58 | 1297211.49926 |
| CELOUSDT      | 0.0007293     | 0.000839    | 0.03769      | 0.02449         | 55.45         | 0.009528     | 0.0123      | 0.07711                 | 0.07046        | 712.83  | 1297211.49927 |
| 1000XECUSDT   | 0.0007198     | 0.000895    | 0.0419       | 0.01937         | 81.65         | 0.01112      | 0.01452     | 0.09356                 | 0.02183        | 722.83  | 1297211.49928 |
| BALUSDT       | 0.0007241     | 0.001455    | 0.0769       | 0.04002         | 143.1         | 0.01899      | 0.02179     | 0.1314                  | 0.03644        | 1104.67 | 1297211.49928 |
| KSMUSDT       | 0.0007184     | 0.001867    | 0.06827      | 0.03505         | 82.48         | 0.01213      | 0.01496     | 0.1072                  | 0.03095        | 1061.67 | 1297211.49928 |
| MATICUSDT     | 0.0007098     | 0.001697    | 0.07019      | 0.03278         | 122.5         | 0.01507      | 0.01877     | 0.1376                  | 0.0304         | 1053.67 | 1297211.49929 |
| GMXUSDT       | 0.000708      | 0.0007722   | 0.04449      | 0.01162         | 57.93         | 0.0112       | 0.007461    | 0.0315                  | 0.006308       | 204.38  | 1297211.49929 |
| VETUSDT       | 0.0007004     | 0.001737    | 0.07004      | 0.03293         | 143.1         | 0.01319      | 0.01881     | 0.1356                  | 0.05767        | 1304.62 | 1297211.4993  |
| WOOUSDT       | 0.0006801     | 0.001145    | 0.05528      | 0.01507         | 82.35         | 0.01643      | 0.01082     | 0.05645                 | 0.04593        | 519.83  | 1297211.49932 |
| ETCUSDT       | 0.0006694     | 0.001515    | 0.06403      | 0.03462         | 133.2         | 0.01667      | 0.0151      | 0.1145                  | 0.0448         | 1333.62 | 1297211.49933 |
| ENSUSDT       | 0.0006552     | 0.001673    | 0.09609      | 0.02967         | 121.1         | 0.01536      | 0.01627     | 0.1183                  | 0.07974        | 648.83  | 1297211.49934 |
| DUSKUSDT      | 0.000655      | 0.001291    | 0.0346       | 0.009686        | 66.03         | 0.01348      | 0.01286     | 0.0708                  | 0.00315        | 610.83  | 1297211.49935 |
| RDNTUSDT      | 0.0006454     | 0.00183     | 0.06236      | 0.006349        | 97.25         | 0.01072      | 0.00873     | 0.04648                 | 0.00227        | 157.46  | 1297211.49935 |
| ADAUSDT       | 0.0006408     | 0.00129     | 0.0502       | 0.02512         | 77.4          | 0.01008      | 0.01279     | 0.07704                 | 0.02855        | 1318.62 | 1297211.49936 |
| FILUSDT       | 0.0006362     | 0.001113    | 0.05332      | 0.02512         | 99.65         | 0.01567      | 0.01749     | 0.141                   | 0.04189        | 1059.71 | 1297211.49936 |
| DARUSDT       | 0.0006219     | 0.001076    | 0.03937      | 0.009271        | 104.1         | 0.01698      | 0.01133     | 0.06274                 | 0.03586        | 498.83  | 1297211.49938 |
| DOTUSDT       | 0.0006201     | 0.001543    | 0.1164       | 0.06515         | 117.6         | 0.01531      | 0.02102     | 0.1309                  | 0.05993        | 1114.67 | 1297211.49938 |
| EGLDUSDT      | 0.0006093     | 0.001616    | 0.07778      | 0.04908         | 143.3         | 0.01755      | 0.02377     | 0.1445                  | 0.0272         | 1091.67 | 1297211.49939 |
| BCHUSDT       | 0.000598      | 0.0005775   | 0.04314      | 0.01248         | 140.8         | 0.01665      | 0.01869     | 0.1156                  | 0.03741        | 1348.96 | 1297211.4994  |
| LPTUSDT       | 0.0005861     | 0.0004182   | 0.022        | 0.005802        | 76.27         | 0.01564      | 0.02009     | 0.1257                  | 0.09711        | 667.83  | 1297211.49941 |
| XRPUSDT       | 0.0005872     | 0.0009525   | 0.02295      | 0.008094        | 141.2         | 0.01157      | 0.01211     | 0.06564                 | 0.03268        | 1343.62 | 1297211.49941 |
| LRCUSDT       | 0.0005489     | 0.001511    | 0.03427      | 0.01664         | 124.8         | 0.01928      | 0.02037     | 0.1164                  | 0.01995        | 1056.67 | 1297211.49945 |
| QNTUSDT       | 0.0005375     | 0.001235    | 0.09945      | 0.07707         | 61.3          | 0.01158      | 0.02231     | 0.1243                  | 0.04521        | 324.88  | 1297211.49946 |
| ROSEUSDT      | 0.0005255     | 0.001308    | 0.06644      | 0.04316         | 96.57         | 0.01331      | 0.02121     | 0.1327                  | 0.05905        | 617.83  | 1297211.49947 |
| DYDXUSDT      | 0.0005338     | 0.0009561   | 0.04505      | 0.0161          | 141.8         | 0.01623      | 0.01709     | 0.1207                  | 0.05811        | 729.83  | 1297211.49947 |
| DENTUSDT      | 0.0004782     | 0.001063    | 0.06243      | 0.004677        | 137.2         | 0.01971      | 0.02305     | 0.1476                  | 0.0226         | 899.79  | 1297211.49952 |
| STGUSDT       | 0.0004802     | 0.0009976   | 0.07166      | 0.04621         | 68.4          | 0.01358      | 0.01533     | 0.1252                  | 0.02999        | 380.46  | 1297211.49952 |
| FLOWUSDT      | 0.0004651     | 0.000744    | 0.02613      | 0.004912        | 134.0         | 0.01401      | 0.01308     | 0.07054                 | 0.005318       | 576.83  | 1297211.49953 |
| TRXUSDT       | 0.0003976     | 0.001251    | 0.07133      | 0.05935         | 139.9         | 0.01136      | 0.02128     | 0.1216                  | 0.0432         | 1334.62 | 1297211.4996  |
| ETHUSDT       | 0.0003924     | 0.0008127   | 0.06744      | 0.03419         | 100.9         | 0.01262      | 0.01439     | 0.09066                 | 0.01966        | 1348.96 | 1297211.49961 |
| LDOUSDT       | 0.000387      | 0.0009345   | 0.05827      | 0.0104          | 118.0         | 0.01645      | 0.01749     | 0.09604                 | 0.05592        | 352.46  | 1297211.49961 |
| RNDRUSDT      | 0.0003943     | 0.000938    | 0.0494       | 0.02398         | 124.8         | 0.01767      | 0.02205     | 0.1388                  | 0.06518        | 218.88  | 1297211.49961 |
| 1000LUNCUSDT  | 0.0003846     | 0.001053    | 0.03073      | 0.005245        | 120.2         | 0.01596      | 0.009566    | 0.04493                 | 0.01764        | 365.42  | 1297211.49962 |
| ARBUSDT       | 0.0003764     | 0.0006432   | 0.08013      | 0.006603        | 109.2         | 0.01721      | 0.02699     | 0.1487                  | 0.08224        | 170.33  | 1297211.49962 |
| BLUEBIRDUSDT  | 0.0003658     | 0.000538    | 0.02783      | 0.01525         | 66.47         | 0.005228     | 0.005021    | 0.02435                 | 0.00517        | 311.46  | 1297211.49963 |
| SXPUSDT       | 0.0003686     | 0.0005903   | 0.02332      | 0.00447         | 104.0         | 0.01663      | 0.01683     | 0.09341                 | 0.01861        | 1146.58 | 1297211.49963 |
| OPUSDT        | 0.0003678     | 0.000764    | 0.02471      | 0.007073        | 109.3         | 0.01447      | 0.01337     | 0.06835                 | 0.03905        | 465.38  | 1297211.49963 |
| MAGICUSDT     | 0.0003631     | 0.000926    | 0.06478      | 0.0             | 107.6         | 0.01967      | 0.02458     | 0.1388                  | 0.03486        | 227.83  | 1297211.49964 |
| CVXUSDT       | 0.0003641     | 0.0008569   | 0.1013       | 0.07801         | 66.47         | 0.01181      | 0.02027     | 0.1347                  | 0.0671         | 352.46  | 1297211.49964 |
| RVNUSDT       | 0.0003289     | 0.000629    | 0.05178      | 0.01871         | 127.3         | 0.01984      | 0.02444     | 0.1375                  | 0.03111        | 928.67  | 1297211.49967 |
| ANTUSDT       | 0.0003292     | 0.0007401   | 0.06082      | 0.0272          | 119.3         | 0.01971      | 0.02179     | 0.1317                  | 0.06192        | 621.79  | 1297211.49967 |
| INJUSDT       | 0.0003212     | 0.0006008   | 0.01412      | 0.001714        | 60.88         | 0.01222      | 0.01108     | 0.05252                 | 0.0            | 388.88  | 1297211.49968 |
| BNBUSDT       | 0.0003073     | 0.001161    | 0.08102      | 0.05024         | 142.6         | 0.01476      | 0.01753     | 0.1434                  | 0.04077        | 1308.62 | 1297211.49969 |
| PEOPLEUSDT    | 0.0002687     | 0.0007412   | 0.01381      | 0.0016          | 133.9         | 0.01552      | 0.01351     | 0.06416                 | 0.002015       | 624.79  | 1297211.49973 |
| IMXUSDT       | 0.0002205     | 0.0004959   | 0.01228      | 0.003256        | 58.03         | 0.01254      | 0.009753    | 0.04244                 | 0.01207        | 575.83  | 1297211.49978 |
| APTUSDT       | 0.0002005     | 0.0007795   | 0.009758     | 0.0005114       | 93.1          | 0.01126      | 0.009241    | 0.03874                 | 0.0            | 325.88  | 1297211.4998  |
| RAYUSDT       | 0.0001791     | 0.001253    | 0.04344      | 0.02142         | 93.87         | 0.00979      | 0.008317    | 0.0595                  | 0.01204        | 750.83  | 1297211.49982 |
| FTTUSDT       | 0.0001749     | 0.001749    | 0.02126      | 0.007637        | 55.67         | 0.01212      | 0.01068     | 0.0461                  | 0.004979       | 512.83  | 1297211.49983 |
| COCOSUSDT     | 0.0001697     | 0.001697    | 0.03977      | 0.02412         | 26.18         | 0.0126       | 0.0264      | 0.1386                  | 0.0154         | 200.38  | 1297211.49983 |
| KLAYUSDT      | 0.0001465     | 0.0003148   | 0.0113       | 0.001791        | 96.83         | 0.01272      | 0.00981     | 0.04121                 | 0.00865        | 697.83  | 1297211.49985 |
| BTSUSDT       | 0.0001259     | 0.0009982   | 0.08567      | 0.0121          | 111.1         | 0.01627      | 0.02099     | 0.127                   | 0.03687        | 950.67  | 1297211.49987 |
| SCUSDT        | 0.0001193     | 0.001193    | 0.1385       | 0.04433         | 77.48         | 0.01405      | 0.01842     | 0.1428                  | 0.04032        | 880.67  | 1297211.49988 |
| SRMUSDT       | 0.0001239     | 0.0006905   | 0.02081      | 0.009121        | 57.67         | 0.01369      | 0.009581    | 0.05871                 | 0.01116        | 1100.88 | 1297211.49988 |
| CVCUSDT       | 7.257e-05     | 0.0005256   | 0.01808      | 0.005003        | 126.3         | 0.01759      | 0.01378     | 0.08854                 | 0.009724       | 1032.67 | 1297211.49993 |
| BTCSTUSDT     | 8.389e-06     | 8.389e-05   | 0.03831      | 0.0             | 18.38         | 0.003164     | 0.0004536   | 0.00533                 | 0.0            | 919.67  | 1297211.49999 |
| USDCUSDT      | 4.344e-08     | 4.344e-07   | 0.01513      | 0.0             | 7.633         | 0.01448      | 0.001087    | 0.01683                 | 0.0            | 181.25  | 1297211.5     |
| ONEUSDT       | 0.0008934     | 0.001771    | 0.08823      | 0.03519         | 151.3         | 0.01911      | 0.01994     | 0.1343                  | 0.07658        | 905.67  | 1304511.49911 |
| AAVEUSDT      | 0.0004667     | 0.0008767   | 0.05436      | 0.02591         | 156.4         | 0.01744      | 0.01744     | 0.1175                  | 0.07748        | 1059.67 | 1309628.1662  |
| IOTXUSDT      | 0.0004139     | 0.0009185   | 0.0622       | 0.0269          | 140.1         | 0.01751      | 0.02481     | 0.1657                  | 0.05485        | 758.83  | 1312928.02625 |
| AXSUSDT       | 0.0003414     | 0.000941    | 0.0351       | 0.01233         | 135.4         | 0.01697      | 0.02058     | 0.1336                  | 0.1018         | 1023.67 | 1314989.07873 |
| CFXUSDT       | 0.0003593     | 0.001073    | 0.05339      | 0.01841         | 164.9         | 0.01911      | 0.02244     | 0.1182                  | 0.009349       | 201.38  | 1318111.49964 |
| HNTUSDT       | 0.0001952     | 0.0007804   | 0.03714      | 0.004562        | 171.8         | 0.02085      | 0.02193     | 0.1106                  | 0.003586       | 1077.67 | 1325036.6867  |
| ARUSDT        | 0.000186      | 0.000441    | 0.03528      | 0.02019         | 105.1         | 0.01991      | 0.02611     | 0.1782                  | 0.04688        | 711.83  | 1325401.45804 |
| STXUSDT       | 0.0003375     | 0.0005856   | 0.0669       | 0.0368          | 113.1         | 0.02142      | 0.03204     | 0.1825                  | 0.05881        | 200.38  | 1329948.50678 |
| BTCUSDT       | 8.891e-05     | 0.0001395   | 0.01706      | 0.002378        | 177.8         | 0.01371      | 0.01097     | 0.05146                 | 0.06027        | 1348.96 | 1331061.49991 |
| DOGEUSDT      | 0.0003155     | 0.001178    | 0.02135      | 0.01087         | 146.3         | 0.01344      | 0.02692     | 0.2024                  | 0.03627        | 1157.58 | 1351943.53736 |
| CRVUSDT       | 0.001017      | 0.002348    | 0.09949      | 0.03621         | 201.6         | 0.01735      | 0.01985     | 0.1413                  | 0.04824        | 1104.67 | 1354811.49898 |
| 1000SHIBUSDT  | 0.0002471     | 0.0006145   | 0.03647      | 0.02498         | 142.0         | 0.01823      | 0.03099     | 0.2219                  | 0.05444        | 852.25  | 1369257.20829 |
| BTCDOMUSDT    | 7.802e-05     | 0.000133    | 0.03407      | 0.002878        | 490.9         | 0.01071      | 0.007293    | 0.02972                 | 0.01006        | 810.83  | 1644111.49992 |
| AUDIOUSDT     | 0.0003102     | 0.0004078   | 0.02922      | 0.006096        | 119.6         | 0.01743      | 0.02165     | 0.1263                  | 0.1613         | 751.83  | 1909853.93591 |
| GALAUSDT      | 0.0003394     | 0.0005444   | 0.0376       | 0.0183          | 138.9         | 0.02063      | 0.04028     | 0.2803                  | 0.3221         | 721.83  | 3649671.09089 |
| FTMUSDT       | 0.0001655     | 0.0005935   | 0.03804      | 0.002465        | 94.72         | 0.01389      | 0.009652    | 0.05105                 | 0.6548         | 1081.67 | 6845595.53753 |
| UNFIUSDT      | -0.004789     | -0.0147     | 0.09508      | 0.08425         | 67.88         | 0.02737      | 0.04388     | 0.1742                  | 0.8057         | 932.67  | 8379726.47464 |
| MASKUSDT      | -0.005763     | -0.0184     | 0.1157       | 0.1044          | 71.37         | 0.03214      | 0.05163     | 0.2123                  | 0.9604         | 743.83  | 9966074.29781 |
| WAVESUSDT     | -0.001221     | -0.01221    | 0.00156      | 0.001037        | 19.15         | 0.1663       | 0.1288      | 0.1663                  | 1.0            | 1124.67 | 10324853.2041 |
| GMTUSDT       | -0.002509     | -0.02509    | 0.003041     | 0.002835        | 35.08         | 0.2303       | 0.1222      | 0.2303                  | 1.0            | 543.79  | 10388806.3812 |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+

