### single symbol backtest metrics ###

update: 2023-10-01

note: symbols younger than 2021-05-01 are not optimized on their own,
instead the best config from among the older symbols is chosen

metric abbreviation comments:
adg_w_per_exp           average daily gain, recent data weighted heavier
adg_per_exp             average daily gain for whole backtest
exp_rts_mean            exposure ratios mean: average wallet exposure during backtest
time_at_max_exp         ratio of hours spent at >90% exposure to hours spent at <90% exposure
hrs_stuck_max           how many hours in a stretch with no fills
pa_dist_mean            price action distance mean: the average distance between position price and market price
pa_dist_std             price action distance std: the standard deviation of the distance between position price and market price
pa_dist_1pct_worst_mean mean of 1% highest pa_dist_mean
loss_profit_rt          loss to profit ratio: abs(sum(losses)) / sum(profit)
n_days                  backtest number of days
score                   used internally by optimizer
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                              long                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
| BATUSDT       | 0.0006386     | 0.001351    | 0.08865      | 0.006888        | 134.9         | 0.01936      | 0.02126     | 0.1152                  | 0.05723        | 1324.67 | 1297211.49936 |
| LTCUSDT       | 0.000635      | 0.001339    | 0.08773      | 0.02749         | 136.1         | 0.01613      | 0.02056     | 0.1266                  | 0.02915        | 1359.67 | 1297211.49937 |
| ARPAUSDT      | 0.0006321     | 0.0008433   | 0.03937      | 0.02239         | 75.52         | 0.007331     | 0.01113     | 0.06274                 | 0.01629        | 710.88  | 1297211.49937 |
| IOSTUSDT      | 0.0006155     | 0.001381    | 0.05124      | 0.01623         | 133.8         | 0.01326      | 0.018       | 0.1302                  | 0.0191         | 1316.67 | 1297211.49938 |
| JASMYUSDT     | 0.0006158     | 0.0009695   | 0.06067      | 0.0004736       | 105.6         | 0.01316      | 0.01361     | 0.07107                 | 0.09867        | 527.88  | 1297211.49938 |
| XMRUSDT       | 0.0006248     | 0.00143     | 0.1177       | 0.03197         | 142.5         | 0.01231      | 0.01808     | 0.1283                  | 0.03748        | 1334.67 | 1297211.49938 |
| CKBUSDT       | 0.0006228     | 0.001079    | 0.08678      | 0.02459         | 72.4          | 0.01288      | 0.0183      | 0.1166                  | 0.03451        | 213.5   | 1297211.49938 |
| ZECUSDT       | 0.0006184     | 0.001078    | 0.04762      | 0.007847        | 141.3         | 0.01392      | 0.02122     | 0.1325                  | 0.0561         | 1332.67 | 1297211.49938 |
| KNCUSDT       | 0.0006101     | 0.001073    | 0.06954      | 0.007429        | 130.6         | 0.01995      | 0.02269     | 0.1492                  | 0.04838        | 1194.67 | 1297211.49939 |
| ACHUSDT       | 0.00061       | 0.001119    | 0.08584      | 0.04272         | 102.5         | 0.01609      | 0.0186      | 0.1168                  | 0.02819        | 219.42  | 1297211.49939 |
| ENJUSDT       | 0.0006062     | 0.001244    | 0.07868      | 0.01161         | 127.2         | 0.01864      | 0.02447     | 0.1467                  | 0.05737        | 1094.71 | 1297211.49939 |
| SFPUSDT       | 0.0006115     | 0.001055    | 0.06131      | 0.004973        | 141.9         | 0.01823      | 0.02357     | 0.1389                  | 0.0568         | 946.71  | 1297211.49939 |
| LQTYUSDT      | 0.0006094     | 0.001011    | 0.1026       | 0.05056         | 67.23         | 0.01799      | 0.0229      | 0.1426                  | 0.06426        | 203.5   | 1297211.49939 |
| TRUUSDT       | 0.0006052     | 0.0008628   | 0.087        | 0.02986         | 128.2         | 0.01868      | 0.02101     | 0.1209                  | 0.02765        | 206.5   | 1297211.49939 |
| DUSKUSDT      | 0.0005977     | 0.0009464   | 0.05147      | 0.01195         | 111.7         | 0.01685      | 0.01642     | 0.07651                 | 0.01752        | 630.88  | 1297211.4994  |
| IDEXUSDT      | 0.0006023     | 0.0009559   | 0.07889      | 0.009473        | 116.2         | 0.01351      | 0.01461     | 0.07581                 | 0.01253        | 149.5   | 1297211.4994  |
| CVXUSDT       | 0.0006044     | 0.0006386   | 0.08094      | 0.04116         | 141.1         | 0.01627      | 0.01595     | 0.08658                 | 0.06171        | 372.5   | 1297211.4994  |
| QNTUSDT       | 0.0005815     | 0.001234    | 0.149        | 0.06245         | 133.4         | 0.009975     | 0.01551     | 0.09334                 | 0.04373        | 344.92  | 1297211.49942 |
| 1000FLOKIUSDT | 0.0005834     | 0.000864    | 0.0713       | 0.02163         | 122.3         | 0.01081      | 0.01509     | 0.09472                 | 0.08284        | 146.33  | 1297211.49942 |
| LITUSDT       | 0.000582      | 0.001097    | 0.03987      | 0.008038        | 127.5         | 0.01525      | 0.0144      | 0.0714                  | 0.007351       | 953.71  | 1297211.49942 |
| CRVUSDT       | 0.0005723     | 0.00138     | 0.05022      | 0.03077         | 74.35         | 0.01043      | 0.01924     | 0.1065                  | 0.03189        | 1122.71 | 1297211.49943 |
| SANDUSDT      | 0.0005701     | 0.001433    | 0.0661       | 0.01702         | 130.3         | 0.01596      | 0.02378     | 0.1498                  | 0.04379        | 976.71  | 1297211.49943 |
| IOTAUSDT      | 0.0005714     | 0.001482    | 0.07481      | 0.006286        | 105.4         | 0.01488      | 0.02158     | 0.1223                  | 0.0671         | 1325.67 | 1297211.49943 |
| STGUSDT       | 0.0005643     | 0.001182    | 0.05699      | 0.01467         | 143.3         | 0.01341      | 0.0131      | 0.05772                 | 0.002427       | 400.5   | 1297211.49944 |
| ONEUSDT       | 0.0005525     | 0.001343    | 0.07527      | 0.0352          | 123.1         | 0.01468      | 0.02389     | 0.1484                  | 0.07841        | 925.71  | 1297211.49945 |
| JOEUSDT       | 0.0005465     | 0.0008076   | 0.0733       | 0.02213         | 91.22         | 0.01848      | 0.01496     | 0.0772                  | 0.06221        | 184.5   | 1297211.49945 |
| ZRXUSDT       | 0.0005483     | 0.0009299   | 0.05855      | 0.02002         | 129.2         | 0.01909      | 0.02183     | 0.1394                  | 0.04929        | 1192.62 | 1297211.49945 |
| TUSDT         | 0.0005326     | 0.0007115   | 0.1065       | 0.06601         | 119.8         | 0.01591      | 0.02341     | 0.1438                  | 0.06545        | 240.46  | 1297211.49947 |
| DASHUSDT      | 0.0005193     | 0.001084    | 0.06795      | 0.01559         | 143.6         | 0.01538      | 0.02102     | 0.1342                  | 0.02828        | 1333.67 | 1297211.49948 |
| FOOTBALLUSDT  | 0.0005179     | 0.001071    | 0.06705      | 0.001587        | 134.1         | 0.01009      | 0.009645    | 0.0483                  | 0.001371       | 393.88  | 1297211.49948 |
| KSMUSDT       | 0.0005032     | 0.001123    | 0.07465      | 0.02022         | 114.0         | 0.01962      | 0.02264     | 0.129                   | 0.06429        | 1079.71 | 1297211.4995  |
| EOSUSDT       | 0.0004719     | 0.0008539   | 0.03982      | 0.0004287       | 144.0         | 0.01395      | 0.01467     | 0.07849                 | 0.06893        | 1360.67 | 1297211.49953 |
| APEUSDT       | 0.0004714     | 0.0008658   | 0.03849      | 0.01996         | 86.02         | 0.007564     | 0.01365     | 0.07979                 | 0.01809        | 561.38  | 1297211.49953 |
| BCHUSDT       | 0.0004731     | 0.001347    | 0.04036      | 0.01596         | 94.65         | 0.009788     | 0.01663     | 0.1181                  | 0.04313        | 1368.0  | 1297211.49953 |
| WOOUSDT       | 0.0004555     | 0.0006889   | 0.07608      | 0.01883         | 89.42         | 0.01839      | 0.02455     | 0.1422                  | 0.05433        | 539.88  | 1297211.49954 |
| BALUSDT       | 0.0004593     | 0.001065    | 0.1147       | 0.03963         | 119.9         | 0.01862      | 0.0245      | 0.1494                  | 0.06138        | 1122.71 | 1297211.49954 |
| STORJUSDT     | 0.0004577     | 0.000866    | 0.08354      | 0.01298         | 127.8         | 0.01936      | 0.02514     | 0.1408                  | 0.05193        | 1107.71 | 1297211.49954 |
| ETHUSDT       | 0.0004382     | 0.0009869   | 0.06647      | 0.008193        | 140.8         | 0.01247      | 0.01835     | 0.09458                 | 0.08231        | 1368.0  | 1297211.49956 |
| AUDIOUSDT     | 0.0004431     | 0.0008378   | 0.06739      | 0.05058         | 72.22         | 0.01001      | 0.01581     | 0.08267                 | 0.04658        | 771.88  | 1297211.49956 |
| BNXUSDT       | 0.0004363     | 0.0007179   | 0.062        | 0.0009493       | 100.6         | 0.01741      | 0.02016     | 0.1154                  | 0.02881        | 219.42  | 1297211.49956 |
| ADAUSDT       | 0.0004259     | 0.00115     | 0.04075      | 0.002025        | 105.5         | 0.01176      | 0.01286     | 0.07041                 | 0.05688        | 1337.67 | 1297211.49957 |
| ENSUSDT       | 0.0004334     | 0.0009835   | 0.04563      | 0.009904        | 139.9         | 0.0149       | 0.01409     | 0.06648                 | 0.009592       | 668.88  | 1297211.49957 |
| FLOWUSDT      | 0.0004314     | 0.0007487   | 0.08992      | 0.0171          | 111.4         | 0.01722      | 0.02254     | 0.1335                  | 0.08102        | 596.88  | 1297211.49957 |
| NEOUSDT       | 0.0004258     | 0.0007319   | 0.05494      | 0.0106          | 133.2         | 0.01677      | 0.022       | 0.1287                  | 0.0899         | 1320.67 | 1297211.49957 |
| ONTUSDT       | 0.0004166     | 0.0008403   | 0.05764      | 0.01247         | 138.8         | 0.01967      | 0.02151     | 0.1206                  | 0.02736        | 1326.67 | 1297211.49958 |
| KAVAUSDT      | 0.0004086     | 0.0009207   | 0.03968      | 0.01348         | 98.37         | 0.0133       | 0.01406     | 0.08102                 | 0.03153        | 1158.71 | 1297211.49959 |
| TRBUSDT       | 0.0003915     | 0.000607    | 0.02737      | 0.004424        | 120.0         | 0.01997      | 0.01976     | 0.1067                  | 0.05765        | 1120.71 | 1297211.49961 |
| EDUUSDT       | 0.0003924     | 0.0008536   | 0.04809      | 0.006829        | 66.63         | 0.01405      | 0.01246     | 0.05998                 | 0.004275       | 152.5   | 1297211.49961 |
| BTCUSDT       | 0.0003746     | 0.000831    | 0.089        | 0.02269         | 108.1         | 0.009393     | 0.01188     | 0.064                   | 0.09267        | 1368.0  | 1297211.49963 |
| CFXUSDT       | 0.0003701     | 0.0008684   | 0.04281      | 0.00508         | 111.5         | 0.01677      | 0.0158      | 0.08511                 | 0.04725        | 221.42  | 1297211.49963 |
| ARUSDT        | 0.0003709     | 0.0007219   | 0.04198      | 0.01218         | 132.0         | 0.01417      | 0.01252     | 0.05776                 | 0.01181        | 731.88  | 1297211.49963 |
| ATAUSDT       | 0.0003622     | 0.0007079   | 0.04081      | 0.0113          | 121.1         | 0.01301      | 0.01209     | 0.06316                 | 0.03213        | 759.88  | 1297211.49964 |
| VETUSDT       | 0.0003613     | 0.001204    | 0.02455      | 0.002455        | 133.5         | 0.01204      | 0.01069     | 0.04729                 | 0.00159        | 1323.67 | 1297211.49964 |
| PEOPLEUSDT    | 0.0003631     | 0.0009344   | 0.04276      | 0.01816         | 129.3         | 0.01485      | 0.01822     | 0.1234                  | 0.06121        | 644.83  | 1297211.49964 |
| XEMUSDT       | 0.0003481     | 0.0007586   | 0.0486       | 0.006688        | 138.2         | 0.0181       | 0.02272     | 0.1362                  | 0.02145        | 940.71  | 1297211.49965 |
| BNBUSDT       | 0.000339      | 0.000865    | 0.05534      | 0.002668        | 134.6         | 0.01579      | 0.02063     | 0.1007                  | 0.03182        | 1327.67 | 1297211.49966 |
| APTUSDT       | 0.0003282     | 0.0006202   | 0.0716       | 0.01457         | 132.1         | 0.01661      | 0.02247     | 0.1379                  | 0.02702        | 345.92  | 1297211.49967 |
| IDUSDT        | 0.0003225     | 0.000518    | 0.05978      | 0.0361          | 51.37         | 0.01568      | 0.01732     | 0.1025                  | 0.04004        | 190.42  | 1297211.49968 |
| ANTUSDT       | 0.0003116     | 0.0006468   | 0.04598      | 0.004609        | 138.7         | 0.01872      | 0.02247     | 0.1383                  | 0.08489        | 641.83  | 1297211.49969 |
| FXSUSDT       | 0.0002953     | 0.0005666   | 0.05884      | 0.02636         | 49.67         | 0.01199      | 0.01579     | 0.1018                  | 0.06619        | 252.88  | 1297211.4997  |
| TRXUSDT       | 0.0002413     | 0.0007051   | 0.05018      | 0.001878        | 143.5         | 0.01221      | 0.01644     | 0.09329                 | 0.02553        | 1353.67 | 1297211.49976 |
| PERPUSDT      | 0.0002414     | 0.0001618   | 0.01256      | 0.0             | 64.82         | 0.01125      | 0.009754    | 0.04685                 | 0.0            | 207.5   | 1297211.49976 |
| HNTUSDT       | 0.0002217     | 0.0008999   | 0.04116      | 0.02031         | 65.38         | 0.007846     | 0.02281     | 0.1483                  | 0.02474        | 1095.71 | 1297211.49978 |
| BLUEBIRDUSDT  | 0.0001889     | 0.0003525   | 0.03513      | 0.0             | 120.7         | 0.008561     | 0.008485    | 0.04273                 | 0.0            | 331.5   | 1297211.49981 |
| CVCUSDT       | 5.933e-05     | 0.0003912   | 0.01786      | 0.001664        | 73.35         | 0.01925      | 0.01913     | 0.09238                 | 0.0218         | 1051.71 | 1297211.49994 |
| COCOSUSDT     | 5.781e-05     | 0.0005781   | 0.09858      | 0.004914        | 86.42         | 0.01395      | 0.01326     | 0.09186                 | 0.01332        | 220.42  | 1297211.49994 |
| BTCDOMUSDT    | 2.89e-05      | 6.11e-05    | 0.02326      | 0.0002507       | 117.5         | 0.006525     | 0.005756    | 0.02669                 | 0.00595        | 830.88  | 1297211.49997 |
| BTCSTUSDT     | 9.084e-06     | 9.084e-05   | 0.002878     | 0.000399        | 19.35         | 0.01885      | 0.02105     | 0.01885                 | 0.08202        | 939.71  | 1297211.49999 |
| USDCUSDT      | 1.446e-06     | 1.446e-05   | 0.06874      | 0.0             | 121.8         | 0.003596     | 0.004119    | 0.03948                 | 0.0            | 201.29  | 1297211.5     |
| FTTUSDT       | 3.875e-05     | 0.0003875   | 0.01613      | 0.001095        | 112.8         | 0.02105      | 0.02825     | 0.09872                 | 0.0567         | 532.88  | 1297221.98222 |
| DYDXUSDT      | 0.0005495     | 0.001052    | 0.09671      | 0.04012         | 90.83         | 0.02226      | 0.02535     | 0.1382                  | 0.05436        | 749.88  | 1297234.13796 |
| SCUSDT        | 3.255e-05     | 0.0003255   | 0.02165      | 0.006661        | 114.2         | 0.02626      | 0.025       | 0.1068                  | 0.04396        | 900.71  | 1297274.08783 |
| ROSEUSDT      | 0.0003908     | 0.0007881   | 0.08165      | 0.01914         | 144.1         | 0.01974      | 0.02602     | 0.1445                  | 0.04738        | 637.88  | 1297311.49961 |
| BTSUSDT       | 3.694e-05     | 0.0003278   | 0.125        | 0.0001717       | 106.4         | 0.03295      | 0.0173      | 0.08768                 | 0.02983        | 970.71  | 1297341.01679 |
| DARUSDT       | 0.0005585     | 0.001014    | 0.07951      | 0.0             | 148.1         | 0.0185       | 0.02361     | 0.1088                  | 0.04794        | 518.88  | 1301278.16611 |
| C98USDT       | 0.0004076     | 0.0008357   | 0.04252      | 0.02391         | 60.17         | 0.01126      | 0.02815     | 0.164                   | 0.05047        | 766.88  | 1311195.85546 |
| XLMUSDT       | 0.0007159     | 0.001587    | 0.06462      | 0.01242         | 158.8         | 0.01056      | 0.0182      | 0.1126                  | 0.0819         | 1348.67 | 1311994.83262 |
| MASKUSDT      | 0.0004518     | 0.0008158   | 0.09157      | 0.06474         | 67.92         | 0.0233       | 0.0332      | 0.1732                  | 0.07994        | 763.88  | 1320717.6512  |
| 1000XECUSDT   | 0.0004221     | 0.0006318   | 0.07523      | 0.02737         | 198.3         | 0.01838      | 0.02291     | 0.1435                  | 0.07326        | 742.88  | 1351494.83291 |
| SRMUSDT       | 7.177e-05     | 0.000405    | 0.04062      | 0.01627         | 209.1         | 0.02922      | 0.02773     | 0.1414                  | 0.095          | 1118.92 | 1362403.74087 |
| GMTUSDT       | 0.0003877     | 0.0006827   | 0.04152      | 0.006059        | 218.3         | 0.0269       | 0.02616     | 0.1082                  | 0.07298        | 563.83  | 1371547.18751 |
| GTCUSDT       | 0.0002572     | 0.0004403   | 0.05849      | 0.002973        | 250.8         | 0.02516      | 0.02424     | 0.1207                  | 0.08477        | 840.88  | 1404096.38637 |
| IOTXUSDT      | 0.0003457     | 0.0006171   | 0.08323      | 0.02284         | 261.4         | 0.02387      | 0.02792     | 0.1772                  | 0.07507        | 778.88  | 1441940.53998 |
| LPTUSDT       | 0.0002542     | 0.0003561   | 0.04774      | 0.01054         | 297.9         | 0.03778      | 0.03669     | 0.1422                  | 0.0998         | 687.88  | 1451957.91576 |
| BAKEUSDT      | 0.0003081     | 0.000427    | 0.0601       | 0.02894         | 165.5         | 0.02926      | 0.03129     | 0.2029                  | 0.1461         | 863.71  | 1832488.35482 |
| RAYUSDT       | 3.185e-05     | 0.000217    | 0.05285      | 0.02638         | 294.4         | 0.0193       | 0.02736     | 0.1311                  | 0.1641         | 770.88  | 2088559.91008 |
| KLAYUSDT      | 0.0001312     | 0.0002008   | 0.1109       | 0.01259         | 1098.0        | 0.05804      | 0.07593     | 0.3673                  | 0.09049        | 717.88  | 2473192.09895 |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+

+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                             short                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| WLDUSDT       | 0.006774      | 0.005385    | 0.1073       | 0.06107         | 24.03         | 0.008493     | 0.01682     | 0.1335                  | 0.00795        | 67.5    | 1297211.49323 |
| AGLDUSDT      | 0.005155      | 0.003911    | 0.1144       | 0.05692         | 25.6          | 0.007889     | 0.01259     | 0.0959                  | 0.01118        | 62.92   | 1297211.49485 |
| MAVUSDT       | 0.004986      | 0.003857    | 0.1038       | 0.05898         | 55.43         | 0.01077      | 0.01421     | 0.08877                 | 0.0111         | 92.5    | 1297211.49501 |
| ARKMUSDT      | 0.004418      | 0.005339    | 0.08541      | 0.03583         | 25.63         | 0.006576     | 0.006225    | 0.04328                 | 0.005201       | 63.92   | 1297211.49558 |
| PERPUSDT      | 0.004217      | 0.001532    | 0.03828      | 0.004618        | 78.68         | 0.01147      | 0.008804    | 0.03858                 | 0.03422        | 207.5   | 1297211.49578 |
| LEVERUSDT     | 0.003971      | 0.002208    | 0.06135      | 0.01407         | 83.5          | 0.01113      | 0.01025     | 0.05592                 | 0.006923       | 183.5   | 1297211.49603 |
| COMBOUSDT     | 0.003566      | 0.003251    | 0.1223       | 0.04984         | 70.48         | 0.007452     | 0.01212     | 0.07695                 | 0.006142       | 119.5   | 1297211.49643 |
| XVSUSDT       | 0.003493      | 0.00229     | 0.1372       | 0.005393        | 108.8         | 0.01513      | 0.02564     | 0.1391                  | 0.03769        | 169.92  | 1297211.49651 |
| YGGUSDT       | 0.003321      | 0.00565     | 0.1305       | 0.08122         | 27.07         | 0.009766     | 0.01545     | 0.1094                  | 0.01436        | 55.88   | 1297211.49668 |
| EDUUSDT       | 0.003054      | 0.003761    | 0.1379       | 0.05873         | 52.03         | 0.009198     | 0.01752     | 0.1133                  | 0.005816       | 152.5   | 1297211.49695 |
| BLURUSDT      | 0.003035      | 0.003958    | 0.1293       | 0.0461          | 123.4         | 0.008191     | 0.009817    | 0.06975                 | 0.002669       | 154.5   | 1297211.49696 |
| IDEXUSDT      | 0.002743      | 0.002757    | 0.1329       | 0.0443          | 43.13         | 0.007503     | 0.01061     | 0.0656                  | 0.006864       | 149.5   | 1297211.49726 |
| SPELLUSDT     | 0.002542      | 0.002789    | 0.1256       | 0.05201         | 89.73         | 0.008372     | 0.01711     | 0.1166                  | 0.01507        | 388.5   | 1297211.49746 |
| KEYUSDT       | 0.002445      | 0.003136    | 0.1024       | 0.05122         | 69.13         | 0.01065      | 0.01291     | 0.07515                 | 0.01219        | 128.5   | 1297211.49755 |
| TRUUSDT       | 0.002399      | 0.003193    | 0.1405       | 0.02966         | 110.7         | 0.01474      | 0.01244     | 0.06243                 | 0.005784       | 206.5   | 1297211.4976  |
| PENDLEUSDT    | 0.002352      | 0.001955    | 0.04709      | 0.003257        | 85.5          | 0.01252      | 0.01018     | 0.04682                 | 0.0            | 63.92   | 1297211.49765 |
| RADUSDT       | 0.002314      | 0.003291    | 0.1214       | 0.03215         | 80.2          | 0.007953     | 0.0108      | 0.083                   | 0.003268       | 142.5   | 1297211.49769 |
| AMBUSDT       | 0.002302      | 0.002034    | 0.04865      | 0.01203         | 71.85         | 0.008394     | 0.01321     | 0.06933                 | 0.01943        | 183.5   | 1297211.4977  |
| XVGUSDT       | 0.002282      | 0.003803    | 0.06663      | 0.02407         | 72.07         | 0.01296      | 0.01788     | 0.07156                 | 0.02484        | 86.5    | 1297211.49772 |
| LQTYUSDT      | 0.002244      | 0.003662    | 0.0793       | 0.01904         | 50.98         | 0.009702     | 0.01501     | 0.0978                  | 0.004614       | 203.5   | 1297211.49776 |
| HOOKUSDT      | 0.002215      | 0.00339     | 0.1299       | 0.07736         | 53.87         | 0.01262      | 0.01648     | 0.1078                  | 0.06535        | 249.88  | 1297211.49779 |
| BNXUSDT       | 0.002197      | 0.002691    | 0.09484      | 0.03399         | 56.52         | 0.01022      | 0.01198     | 0.07581                 | 0.008145       | 219.42  | 1297211.4978  |
| SSVUSDT       | 0.002126      | 0.003258    | 0.1432       | 0.08964         | 39.93         | 0.01001      | 0.01604     | 0.1135                  | 0.01684        | 217.5   | 1297211.49787 |
| UMAUSDT       | 0.001956      | 0.002576    | 0.1138       | 0.01345         | 79.52         | 0.007602     | 0.006251    | 0.03796                 | 0.002047       | 142.5   | 1297211.49804 |
| NMRUSDT       | 0.001888      | 0.002636    | 0.04256      | 0.002512        | 87.25         | 0.008201     | 0.007878    | 0.04417                 | 0.001024       | 99.5    | 1297211.49811 |
| TLMUSDT       | 0.00188       | 0.001748    | 0.0892       | 0.02474         | 77.03         | 0.008484     | 0.007898    | 0.03919                 | 0.004924       | 183.5   | 1297211.49812 |
| LUNA2USDT     | 0.001787      | 0.002989    | 0.08438      | 0.01061         | 61.92         | 0.0091       | 0.01815     | 0.09915                 | 0.04664        | 384.88  | 1297211.49821 |
| BLZUSDT       | 0.001779      | 0.001557    | 0.04153      | 0.01449         | 103.8         | 0.01902      | 0.02048     | 0.1099                  | 0.06059        | 1106.71 | 1297211.49822 |
| MDTUSDT       | 0.001784      | 0.002189    | 0.08579      | 0.004096        | 95.92         | 0.01355      | 0.01509     | 0.07171                 | 0.02051        | 91.5    | 1297211.49822 |
| FLMUSDT       | 0.001775      | 0.0009785   | 0.02802      | 0.004339        | 122.6         | 0.01629      | 0.01569     | 0.07435                 | 0.0273         | 1094.71 | 1297211.49823 |
| 1000FLOKIUSDT | 0.001743      | 0.002263    | 0.1138       | 0.06376         | 62.42         | 0.01152      | 0.02409     | 0.1458                  | 0.06116        | 146.33  | 1297211.49826 |
| STMXUSDT      | 0.0017        | 0.001613    | 0.05783      | 0.02012         | 118.0         | 0.01497      | 0.01641     | 0.104                   | 0.05336        | 921.71  | 1297211.4983  |
| TOMOUSDT      | 0.001662      | 0.001477    | 0.07051      | 0.02392         | 117.2         | 0.01982      | 0.02139     | 0.1133                  | 0.04908        | 1081.71 | 1297211.49834 |
| HFTUSDT       | 0.00162       | 0.001618    | 0.1291       | 0.007553        | 66.35         | 0.01244      | 0.01737     | 0.08875                 | 0.09843        | 176.5   | 1297211.49838 |
| HIGHUSDT      | 0.001621      | 0.002628    | 0.1166       | 0.01525         | 78.53         | 0.01449      | 0.0152      | 0.07421                 | 0.04232        | 234.92  | 1297211.49838 |
| GALUSDT       | 0.001611      | 0.003207    | 0.1111       | 0.05732         | 61.97         | 0.01327      | 0.0207      | 0.1142                  | 0.01827        | 512.42  | 1297211.49839 |
| 1000LUNCUSDT  | 0.001606      | 0.002801    | 0.09171      | 0.008431        | 62.92         | 0.009338     | 0.01793     | 0.1063                  | 0.04232        | 385.46  | 1297211.49839 |
| ASTRUSDT      | 0.001597      | 0.001508    | 0.1026       | 0.0541          | 93.92         | 0.01432      | 0.0156      | 0.08374                 | 0.07415        | 227.92  | 1297211.4984  |
| LITUSDT       | 0.001584      | 0.002698    | 0.1249       | 0.05522         | 124.0         | 0.01983      | 0.02409     | 0.1498                  | 0.05559        | 953.71  | 1297211.49842 |
| CTKUSDT       | 0.001568      | 0.003701    | 0.1496       | 0.01936         | 111.0         | 0.0169       | 0.0266      | 0.1445                  | 0.04744        | 1043.71 | 1297211.49843 |
| REEFUSDT      | 0.001548      | 0.002648    | 0.117        | 0.03663         | 133.6         | 0.01327      | 0.02083     | 0.1494                  | 0.09024        | 948.71  | 1297211.49845 |
| OCEANUSDT     | 0.001521      | 0.002291    | 0.1437       | 0.04026         | 82.03         | 0.01772      | 0.02238     | 0.118                   | 0.09558        | 1059.71 | 1297211.49848 |
| ANKRUSDT      | 0.001524      | 0.003364    | 0.07456      | 0.01951         | 94.32         | 0.01029      | 0.01526     | 0.0965                  | 0.01171        | 975.71  | 1297211.49848 |
| XEMUSDT       | 0.001486      | 0.002512    | 0.1491       | 0.08575         | 110.4         | 0.01682      | 0.02622     | 0.1478                  | 0.03426        | 940.71  | 1297211.49851 |
| ATAUSDT       | 0.001472      | 0.002947    | 0.1392       | 0.0602          | 63.55         | 0.01484      | 0.02508     | 0.1484                  | 0.0254         | 759.88  | 1297211.49853 |
| NKNUSDT       | 0.001421      | 0.002501    | 0.1252       | 0.0367          | 140.4         | 0.01992      | 0.02707     | 0.15                    | 0.05409        | 903.71  | 1297211.49858 |
| ACHUSDT       | 0.001413      | 0.002326    | 0.06835      | 0.01272         | 71.98         | 0.009154     | 0.008413    | 0.03973                 | 0.006053       | 219.42  | 1297211.49859 |
| SUIUSDT       | 0.001396      | 0.002464    | 0.1208       | 0.01534         | 141.7         | 0.01175      | 0.01029     | 0.05374                 | 0.005713       | 149.33  | 1297211.4986  |
| JASMYUSDT     | 0.00134       | 0.002309    | 0.1181       | 0.0251          | 95.63         | 0.01674      | 0.02007     | 0.1032                  | 0.04649        | 527.88  | 1297211.49866 |
| FETUSDT       | 0.001327      | 0.002083    | 0.08882      | 0.0267          | 120.8         | 0.01458      | 0.01456     | 0.0815                  | 0.03656        | 255.92  | 1297211.49867 |
| ONTUSDT       | 0.001332      | 0.002234    | 0.1489       | 0.05163         | 103.0         | 0.01421      | 0.02167     | 0.1335                  | 0.02026        | 1326.67 | 1297211.49867 |
| PHBUSDT       | 0.001313      | 0.001636    | 0.1086       | 0.02273         | 116.7         | 0.01373      | 0.02153     | 0.1307                  | 0.01401        | 225.42  | 1297211.49869 |
| BELUSDT       | 0.001239      | 0.001737    | 0.07095      | 0.02285         | 66.72         | 0.01344      | 0.02487     | 0.1383                  | 0.09356        | 1044.71 | 1297211.49876 |
| RSRUSDT       | 0.001186      | 0.002631    | 0.07914      | 0.04117         | 78.0          | 0.01526      | 0.02227     | 0.146                   | 0.02535        | 1074.71 | 1297211.49881 |
| ZRXUSDT       | 0.00119       | 0.002209    | 0.109        | 0.06673         | 77.0          | 0.01588      | 0.02292     | 0.1327                  | 0.01831        | 1192.62 | 1297211.49881 |
| CHRUSDT       | 0.001165      | 0.002631    | 0.1053       | 0.05572         | 129.1         | 0.01967      | 0.02377     | 0.1494                  | 0.08262        | 931.71  | 1297211.49884 |
| BAKEUSDT      | 0.001162      | 0.001288    | 0.0625       | 0.02094         | 108.6         | 0.01612      | 0.02136     | 0.1405                  | 0.07623        | 863.71  | 1297211.49884 |
| SFPUSDT       | 0.001155      | 0.002192    | 0.06461      | 0.02773         | 87.48         | 0.01389      | 0.01628     | 0.1221                  | 0.09215        | 946.71  | 1297211.49885 |
